"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC20","DeciduousCC40","DeciduousCC60","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC20","MixedwoodCC40","MixedwoodCC60","MixedwoodUP60","Pine100","Pine120","Pine140","Pine20","Pine40","Pine60","Pine80","PineCC0","PineCC10","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC20","WhiteSpruceCC40","WhiteSpruceCC60","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Peat.Mine","Pipeline","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"167","4-14-71-13-SW",0,0,2.5813782402588,3.77624633598,3.09819052831,0,0,1.9565179478639,30.883017260156,0,0,0,20.586307556761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9167287410183,0,0,0,0,0.1974103918634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07405416500242,0,0
"168","4-14-71-14-NE",0,0,8.7168994591001,30.50276724855,1.86382573267,0,0,0,13.1626125062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01053226521,0,4.62731250579,0,0,0,1.79883305578,0,0,0,0,0,0,0,0,0,0,0.733564478946,0,0,0,0,0.469082851054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"169","4-14-71-14-NW",0,0,5.3529682750103,13.05448483357,0,0,0,0,29.5627819069453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992484051236,0,10.4022246715,0,0,0,0,0,0,0,0,0.475414914763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00933123710525,0
"170","4-14-71-14-SE",0,0,14.372344205469,1.761545360124,0,0,0,1.84052791195,29.791428885085,0,0,4.1533654242144,1.52933840685,0,0,0,0,0,0,0,0,0,0,3.22230295887,0,1.06906705686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393235692185,0,0,0,0,0.821866319336,0,4.09494888215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0249657266975,0,0
"171","4-14-71-14-SW",0,0,3.471921659604,0,4.86530338705,0,0,0,35.465632919485,0,0,4.70680587743,0,0,0,0,0,0,0,0,0,0,0,2.87610333003,0,2.104049046598,0,0,0,0,0,0,0,0,0.7993706286562,0,0,0,0,0,8.5147881757,0,0,0,0,0,0,9.96445464349e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184277705750479,0,0.106325336024
"172","4-14-71-15-NE",0,0,9.2074747812608,6.65322196664207,0,0,0,0,18.354436109013,0,0,8.14872711624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.72661460631704,0,0,0,0,0,12.1858590029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"173","4-14-71-15-NW",0,0,1.68439113841,13.315998273972,0,0,0,0,5.170836288853,0,0,19.0231969492109,0,0,0,0,0,4.70124294572915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.4960789551015,6.87760559764993,0,0,0,0,0.338142182862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4206408586842,0,0
"174","4-14-71-15-SE",0,0,7.01338417106,0.4775404461369,0,0,0,0,20.0999165922659,0,0,4.60671758308198,0,0,0,0,0,20.6727785893802,0,0,0,0,0,0,2.26016288551,0,0,0,0,0,0,0,0,0,5.071824082532,0,0,0,0,0,4.1183494766306,0,0,0,0,2.22244199369662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32385627972,0,0
"175","4-14-71-15-SW",0,5.281397674073,4.471547947156,10.881046351258,0,0,0,2.130603400501,0,0,0,23.0833002993745,0,0,0,0,0,2.23648475991976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3080593848408,0.3506666419899,0,0,0,0,6.1409100586922,0,8.4109518087395,0,0,0,0,0,0,0,0,0,0,0,0,0,13.692349482828,0,0,0,0,0,0,0,0.59714131158459,0,0.128925937642
"176","4-14-71-16-NE",0,0,5.123048434877,0.529922510799,0,0,0,0,10.822691567624,0,0,20.9506566199519,0,0,0,0,0,2.62246809193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.1688511942509,5.792245740946,0,0,0,0,0,0,0,0,0,0,0,2.31114668775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437143430799,0,0
"177","4-14-71-16-NW",0,0,16.834651037169,0,0,0,0,0,2.483214184825,0,0,29.260831462742,2.22718619577,0,0,0,0,0,0,0,0,0,0,1.19866473047,0,0,0,0,0,2.22542278308,0,0,0,0,2.73794742818,0,0,0,0,0,0,0,0,0,0,0,2.981401247137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"178","4-14-71-16-SE",0,0,0,3.42919114387,0,0,0,0,10.35317127148,0,0,10.4831840327187,0,0,0,0,0,10.462443705308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.996420187231,0,0,0,0,5.76206821594,0,21.746122232235,0,0,0,0,0,0,0,0,0,0,0,0,0,21.74612223224,0,0,0,0,0,0,0,0.68142884729628,0,0
"179","4-14-71-16-SW",0,0,7.404609528141,0,0,0,0,0,3.019560328001,0,0,29.3184905149567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109540912565,0,0,0,0,3.617380404183,1.513974370206,0,0,0,0,0.2578629258953,0,16.343737218942,0,0,2.080091681319,0.691897723565,0.856037985245,0,0,0,0,0,0,0,0,16.343737218966,0,0,0,0,0,0,0,0.388853024598,0,0
"180","4-14-71-17-NE",0,0,31.652456298561,6.51181617796,0,0,0,0,10.14852791248,0,0,11.560468336655,0,0,0,0,0,0,0,0,0,0,0,0,0,1.87703575251,0,0,0,1.77465796985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.32414245067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193376631089,0,0
"181","4-14-71-17-NW",0,0,2.74559539417,0.465037471385,1.25747145584,0,0,0,27.509956983218,0,0,1.19787125093,3.484316996901,0,0,0,0,4.304935666427,0,0,0,4.51349733215,0,0,0,0,0,0,0,0,0,0,0,0,4.36712690094,0,0,0,0,0,4.02768533347,0,1.393823607884,5.166270949858,0,0.120798174356,0.799226451119,0,0,0,0,0,0,0,0,0,1.39382360788,0,0,0,0,0,0,0,0.8438794097872,0,0
"182","4-14-71-17-SE",0,0,17.125386923481,1.82078799599,0,0,0,0,0.298299546286,0,0,30.9958280573431,0,0,0,0,0,0,0,0,0,0,0,0,5.1576456854,0,0,0,0,0.814638498741,0,0,0,0,1.27785660342,0,0,0,0,0,0,0,7.498529486022,0,0,0,0.489672500866,0,0,0,0,0,0,0,0,0,7.498529486028,0,0,0,0,0,0,0,0.415609133023,0,0.215950538296
"183","4-14-71-17-SW",0,0,11.884043576679,8.522858612519,0,0,0,0,8.07363602779,0,0,2.67741180101,0,0,0,0,0,3.2579070474438,0,0,0,1.817418989707,0,0,0,0,0,0,0,0,0,0,0,0,19.2043789252742,0,0,0,0,0,0,0,5.4180818880711,0,0,0.448681436845,1.22508440879,0,0,0,0,0,0,0,0,0,5.4180818880566,0,0,0,0,0,0,0,0.87054503151259,0,0
"184","4-14-71-18-NE",0,0,0,0,0,0,0,0,0.0296201580186,0,0,0,38.6472962363,0,0,0,0,4.4571435347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99718322119,0,0,0,0,0,0,0,5.75737379717,5.11220487418,0,1.85079925903,0,5.33167512703012,0,0,0,0,0,0,0,0,5.75737379715,0,0,0,0,0,0,0,0.359479619398,0,0
"185","4-14-71-18-NW",0,0,24.1400827356513,15.068436995584,4.499980138642,0,0,0,3.96324149313217,0,0,0,8.068757922777,0,0,0,0,0,0,0,0,2.60337790627,0,0,0,0,0,0,0,0,0,0,0,0,1.65464862942,0,0,0,0,0,0,0,0,2.86624090721,0,0,0,0.0365371427738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"186","4-14-71-18-SE",0,0,0,0,0,0,0,0,0,0,0,0,22.8035568906723,0,0,0,0,0.371483405408,0,0,0,6.360503104403,0,0,0,0,0,0,0,0,0,0,0,0,4.556174759133,0,0,0,0,0,0,0,22.60725699018,0,0,0.6052088544703,0,3.627349605125,0,0,0,0,0,0,0,0,22.60725699014,0,0,0,0,0,0,0,0.602571117074,0,0
"187","4-14-71-18-SW",0,0,8.40303728126736,0.18707556563868,0.1264442268248,0,0,0,12.8001171647921,0,0,0,22.047039742006,0,0,0,0,2.38363047707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.455678325578,0,0.0454812301912,0,0.247071252434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79379225674562,0,0
"188","4-14-71-19-NE",5.758867315,0,0.286548285084,11.8768471679,0,0,0,0,19.34007577313,0,17.083169036365,0,0,0,1.3695286365012,0,0,0,0,0,0,0,1.99942076172,0,0,0,0.693904131122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6554544397,0,0,0,0.149796798706,0,0,0,0,0,0,0,24.841457113083,0,0,0,0,0,0,0,0,0,0
"189","4-14-71-19-NW",8.13133340921,0,6.1160168818108,0.00169184776316,0,0,0,0,28.5090284803778,0,14.0256612916553,0,0,0,2.039907762179,0,0,0,0,0,0,0,0.44482610150842,0,0,0,0.00548896987993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.08425635189657,0,0,0,3.25025206296959,0,0,0,0,0,0,0,22.1569947008953,0,0,0,0,0,0,0,0.00975370620567,0,0
"190","4-14-71-19-SE",0,2.55122729475,2.6176307049354,17.0503201210886,6.16226224184,0,0,0,6.979829144157,0,0,0,0,0,0,0,0,0,0,0,0,3.56195310907,3.2363190312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.942934273917,6.891796082949,4.77982145309,0,0.831149796794,0,0,0,0,0,0,0,0,0,7.730480599878,0,0,0,0,0,0,0,0.292433065373,0,0
"191","4-14-71-19-SW",0,0,11.9616159670323,13.2200278106925,1.14706674667,0,0,0,21.7216111313768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0245151820053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245056316173023,0,0.440684537123
"192","4-14-71-2-NE",0,0,12.94183484632,0,0,0,0,0.231428238953,6.964427915734,0,0,29.209939665929,5.6595451522283,0,0,0,0,0.661749044084,0.105377359919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.380095815151,0.661730250034,0,0,0,0,0,0,0,0,0,1.19186190453,0,0.730000403483,0,0,0,0,0,0,0,0,0.105377368061,0,0,0,0,0,0,0,0.32438030636968,0,0
"193","4-14-71-2-NW",0,0,12.725505135843,11.2233478693882,4.118873653573,0,0,7.581197040003,0.734437536823,0,0,1.24080912319,3.61436135154,0,0,0,0,3.05868738065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318429209844,3.35197914353,0,0,0,0,0,0,10.554605282502,0,0,0,0,0,0,0,0,0,0,0,0,0,10.554605282482,0,0,0,0,0,0,0,0.2588906884876,0,0
"194","4-14-71-2-SE",0,0,2.2147791013959,0.190343342492,0,0,0,0,0,0,0,7.005142913017,41.926272053018,0,0,0,0,1.51274039185,0,0,0,0,0,0,4.959369445196,0,0,0,0,0,0,0,0,0,0,0,0.596487798249,0,0,0,0,0,0,0,0,0,0,7.17110406798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2537615707631,0,0
"195","4-14-71-2-SW",0,0,16.627153284151,19.227237104325,0,0,0,0,0.708142100893,0,0,0,3.110273603445,0,0,0,0,7.0766709250325,5.9985387264956,0,0,0,0,0,0.9494743797475,0,0,0,0,0,0,0,0,0,0,7.13679876027,2.42106674131,0,0,0,0,0,0,0,0,0,5.466124540114,0,0,0,0,0,0,0,0,0,5.9985387056848,0,0,0,0,0,0,0,0.193040414413,0,0
"196","4-14-71-20-NE",0,0,1.145828904327,0,0,0,0,0,5.590043966241,0,0,8.2185066414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.99270479298,0,0,0,0,0,1.06746576555,0,0,0,0,0,0,3.849428730395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"197","4-14-71-20-NW",0,0,10.8154758651102,0,0,0,0,0,32.270051936099,0,3.4048271637479,0,0,0,0,0,0,0,0,0,0,0,3.057487595021,0,0,0,0,0,0,0,0,0,0,0,0.806682302011,0,0,0,0,0,0,0,0,0,1.2750492135799,0,0,0,0,0,0,0,0,0,0,0,6.4623147587743,0,0,0,0,0,0,0,0,0,0
"198","4-14-71-20-SE",0,0,11.020340822747,0.656458598171,0,0,0,0,43.531616418746,0,0,2.588846155728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616378177909,0,0,0,0,0,1.56611554953,0,0,0,0,3.3651560274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.032542440887,0,0.163518145136
"199","4-14-71-20-SW",0,0,18.780766586669,3.202978379221,1.75440814832,0,0,0,9.3192547981667,0,0,0,0,0,0,0,0,0,0,0,0,0,4.73368363094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.39071604583,0,0.06040652533414,0,1.081719356894,0,0,0,0,0,0,0,0,0,0,0,4.79409015629484,0,0,0,0,0,0,0,0.1481490364145,0,0
"200","4-14-71-21-NE",0,0,22.3482481695377,0,0,0,0,0,0.082394793036,0,0,11.8753208250472,16.07711469902,0,0,0,0,4.768651067787,0,0,0,0,0,0,0,7.27724165049,0,0,0,0.40988574582,0,0,0,0,0,0,0,0,0,0,0.144679026897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.394619027070004,0,0.170489320574
"201","4-14-71-21-NW",0,0,4.87993812448816,6.96415413789,0,0,0,0,0,0,0,7.80386261305,0.0657415466863,0,0,0,0,6.278062620164,0,0,0,0,0,0,0,0,0,0,0,0.646134109204,0,0,0,0,0,0,0,0,0,0,4.12182211879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"202","4-14-71-21-SE",0,0,0.1066148241729,0,0,0,0,0,11.9693983088,0,0,27.05795954058,20.995368453175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938937196889,0,0,0,0,0,1.37707558329,0,0,0,0,0,0,0,0,0,0,0,2.35532833553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49275527282894,0,0
"203","4-14-71-21-SW",0,0,8.778480335853,6.65392344301926,0,0,0,0,1.80888378012028,0,0,3.240739856854,14.2715341647,0,0,0,0,6.49943033341,0,0,0,0,0,0,0,0,0,0,0,9.85376404262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.412837299085,4.8688444171177,0.305971143272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.88134266925062,0,0
"204","4-14-71-22-NE",3.47619978726,0,29.087922375612,2.38109928323,0,0,0,0,13.4550500528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.753128025878,0,0,0,0,2.57252619795,0,6.533428411527,0,0,0,0,0,0,0,0,0,0,0,0,0,10.009628237875,0,0,0,0,0,0,0,0.130829265972448,0.0343620550163,0
"205","4-14-71-22-NW",0,0,24.5289211703511,0.338500457204,0,0,0,0,3.67644813602276,0,0,0.0250815061683,1.127095461342,0,0,0,0,10.152152555923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.7223655307,0,0,0,0,0,0,0,0,0,0,0,0,0,19.67001040912,0,0,0,0,0,0,0,0.300827603114714,0,0.317809079084
"206","4-14-71-22-SE",16.4357988714,0,27.45503526346,12.34995734477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355175060965,3.138696326189,0,0,0,0,0,0,5.15620427278,0,0,0,0,0,0,0,0,0,0,0,0,0,21.59200314418,0,0,0,0,0,0,0,0.270152788022,0,0
"207","4-14-71-22-SW",0,0,14.622545086619,5.54802666466,0,0,0,0,1.102166982112,0,0,28.892787774828,0,0,0,0,0,0.105399412413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.80693405441,0.3254223351535,0,0,0,0,0,0,0.600705694081,0,0,0,0,9.61375507307,0,0,1.57464201201,0,0,0,0,0,0.600705694072,0,0,0,0,0,0,0,0.44232939081255,0,0
"208","4-14-71-23-NE",0,0,3.80272092307,0,0,0,0,3.24376251991,4.555081052857,0,3.04555766682,0.230075870447,0,0,0,0,0,0.861775264186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18258175083,0,0,29.596139400162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04555766684,0,0,0,0,0,0.151741266917,0,0,0,0
"209","4-14-71-23-NW",0,0,38.1737370307412,0,0,0,0,0,8.38160497834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.09981147403,3.5977401882043,0,0,0,0,0.84718630147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"210","4-14-71-23-SE",0,0,14.53927529119,12.78125298681,0.149235234139,0,0,0.0628249998639,6.464889969829,0,0,3.06520994858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.20316445073,0,0,1.03203640746,0,0,13.857017484221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2993528828141,0,0
"211","4-14-71-23-SW",1.827705384145,0,23.246389669271,0.109386517427,0,0,0,0,15.421968016226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.360204429177,0.9248808211294,0,0,0,0,0,0,0.114985269579,0,0,0,0,0,0,0,0,0,0,0,0,0,1.942690653747,0,0,0,0,0,0,0,0.299452554580938,0.0490146343212,0
"212","4-14-71-24-NE",0,0,17.55937536113,11.8110214426,0,0,0,0,16.4355976334,0,14.46477337463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.616223820609,0.00985648157498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62577801831,0,0,0,0,0,0,0,0,0,14.46477337461,0,0,0,0,0,0,0,0,0,0
"213","4-14-71-24-NW",0,0,3.20837686885,0,0,0,0,0,2.25041672343,0,18.0652623856457,5.73125907526,0.2194183824715,0.124736492294,0,0,0,8.483372734353,0,0,0,0,0,0,0,0.126938845466,0,0,0,0,0,0,0,0,0,0,0,4.15102302753,0,0,6.740565569224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0652623857675,0,0,0,0,0,0.0672922607165,0,0,0,0
"214","4-14-71-24-SE",0,0,1.00084071116,0,0,0,0,0,1.11511594156,0,43.807450417099,0,0,0,0,0,0,0.238489264501,0,0,0,0,0,0,0,2.73256519314,0,0,0,0.307063603741,0,0,0,0,3.33844258998,0,0,0.817970081719,0,0,5.69714814738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.661271835606,0,0,0,0,0,0.24634904592987,0,0.227625925724,0,0
"215","4-14-71-24-SW",0,0,0.4076643015,3.22418923896,0,0,0,0,0,0,4.0499233021329,0,0,0.0478729084176,0.579382068195,0,0,16.56492138816,0,0,0,0,0,0,0,0,0,0,0,1.3764821821,0,0,0,0,0,0,0,27.059479736738,0,0,4.62212329359853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0499233021245,0,0,0,0,0,0,0,0.4311911295466,0,0
"216","4-14-71-25-NE",0,0,2.24965274922,0,0,0,0,0,0,0,18.23398227792,2.62037620777,2.01212225046,0,0.9124434439401,0,2.14474131638,5.89341311359,0,0,0,0,0,0.0604647503212,0,0.25723776181517,21.5225374176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04714204497,5.82902279590505,0,0,0,0,0,0,0,18.23397876558,0,0,0,0,0,0,0,0.409883047765044,0,0
"217","4-14-71-25-NW",0,0,0,0,0,0,0,0,0,0,8.499352819871,1.481816203563,13.0174367206386,0,0,0,0,0.42741939479,0,0,0,0,0,0,0,18.379278858489,7.3825422546835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1011703821798,6.819048312829,0,0,0,0,0,0,0,0,8.499352947753,0,0,0,0,0,0.000126390939938,0,0.7112399021064,0,0
"218","4-14-71-25-SE",0,0,0.0860548758117,0,0,0,0,0,0,0,24.880318839777,2.059852849556,0,0,4.662453260739,0,0,0,0,0,0,0,0,1.524288858167,0,8.0626285458526,24.40512403687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811598366196,0,0,0,0,0,0,0,24.880307870275,0,0,0,0,0,0,0,0,0,0
"219","4-14-71-25-SW",0,0,0,0,0,0,0,0,0,0,16.0129616739936,12.397202243288,6.53460115124994,0,1.350427389133,0,0,0.0148500232436,0,0,0,0,0,0,0,7.07253038879525,12.8631308316218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0129616739941,0,0,0,0,0,0.001694152641449,0,0,0,0
"220","4-14-71-26-NE",0,0,2.26189747902,0.889806441951,0,0,0,0,7.49049458679,0,0.5016805855676,22.3413770257,3.442189001656,0,0,0,0,0,0,0,0,0,4.77467032077,0,3.14670638301,3.16157763466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.637257905149,0,0,0,0,0,0,0,0,5.2763509062975,0,0,0,0,0,0,0,0.4644831975761,0,0
"221","4-14-71-26-NW",0,0,2.2327896042,9.068428043948,0,0,0,0,7.69290462465,0,15.96700428549,12.71803996147,0,0,0,0,0,0,0,0,0,0,14.4537135743,0,0.394115530774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.94927700328,0,0,0,0,0,0,0,0,30.42071785981,0,0,0,0,0,0,0,0.3001189476616,0,0
"222","4-14-71-26-SE",0,0,0.135539501668,2.07171635858,0,0,0,0,0,0,21.186430672627,0.132959026527,7.9233905022083,0,0,0,0,3.035113754027,0,0,0,0,16.7797333313,2.98251421139375,0,1.81133484763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80040162849745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.192712595628,0,0,0,0,0,0.6425748014554,0,0.00559744964702,0,0.76150661678
"223","4-14-71-26-SW",0,0,13.0436740789635,5.949008205179,0,0,0,0,6.0199720445554,0,0.0901902660461,5.4736377778,0,0,0,0,0,0,0,0,0,0,13.1384632635,7.390569650687,0,0,0,0,0,0,0,0,0,0,2.82819957296652,0,0,0,0,0,12.298427871688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.2286535295478,0,0,0,0,0,0,0,0.4981699688138,0,0
"224","4-14-71-27-NE",0.332250445115,0,0,3.74858258465,0,0,0,0,1.4643395479,0,47.885357676622,1.26734830094,0,0,0,0,0,1.01882011662,0,0,0,0,0,0,1.10364874793,0,0,0,0,0.421402607191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98784157256,0,0,0,0,0,0,0,0,0,0,0,48.217608127413,0,0,0,0,0,0,0,0.243516091974,0,0
"225","4-14-71-27-NW",1.251778812305,0,0,0,4.60847053905,0,0,0,6.1861434671861,0,23.760598210529,0.116798799099,0,0.524413992235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.985368034633,0,0,0,0,0,0,0,2.07368033668782,0,0.886055003997,0,0,0,0,0,0,0,0,0,0,0,27.0860573549568,0,0,0,0,0,0,0,0.35886777081205,0,0
"226","4-14-71-27-SE",0,1.23738990667,15.260886096739,12.214067116095,0,0,0,0,7.130871678422,0,11.9868819353655,3.51972199943,0,0,0,0,0,0,0,0,0,0,0,6.83263362808,0,0,0,0,0,0.310263676456,0,0,0,0,0,0,0,0,0,0,0,0,0.7076816514792,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9319534935007,0,0,0,0,0,0,0,0.097258284824,0,0
"227","4-14-71-27-SW",0,2.210995037034,21.8050287383568,0,0.312874652176,0,0,0,5.257793627429,0,7.9343165503549,0.795717236785,0,0,0,0,0,1.5338279708287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03756608297,0,3.744069388802,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8893809762134,0,0,0,0,0,0,0,0.1138936193204,0,0
"228","4-14-71-28-NE",0,0,4.883526173477,8.710912368386,0,0,0,0,14.4152839292,0,5.477152858943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.020735543085,0,0,0,0,0,0,0,5.28214063603,0,0,0,0,0,0,0,0,0,0,0,0,0,10.759293494935,0.185113017775,0,0,0,0,0,0,0.5749112126612,0,0
"229","4-14-71-28-NW",0,0,21.6016257135819,8.60425847306,0,0,0,1.041768127394,11.82095094576,0,7.015188283856,0.147576907522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.641317669551,0,0,0,2.06874866299,0,0,0,0,0,0,0,0,0,0,0,7.015188283808,0,0,0,0,0,0,0,0.37146365645942,0,0
"230","4-14-71-28-SE",0,0,27.1657005062329,5.27907913651,0,0,0,0,11.437332337795,0,20.632821066979,0.0476426080734,0,0,0,0,0,0.169027840136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76050957963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.632821066958,0,0,0,0,0,0,0,0.2599965065633,0,0
"231","4-14-71-28-SW",0,0,5.9035040135155,6.447007430541,0,0,0,0,0.579138887482,0,13.035246845499,2.09157966956,0,0,0,0,0,1.60354976253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85846375625,0,0,0,0,0,0,0,0,0,0,0,13.035246845524,0,0,0,0,0,0,0,0,0,0
"232","4-14-71-29-NE",0,0,1.972881656364,0.317330060594,0,0,0,11.5231436892,17.304602300321,0,7.00765981948759,6.619208532084,0.266659063028,0,0,0,0,2.011940470856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245066249474,0,0,0,0,0,0,0,7.0076598194759,0,0,0,0,0,0,0,0.261930659746,0,0
