"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC20","DeciduousCC40","DeciduousCC60","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC20","MixedwoodCC40","MixedwoodCC60","MixedwoodUP60","Pine100","Pine120","Pine140","Pine20","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC20","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC20","WhiteSpruceCC40","WhiteSpruceCC60","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Peat.Mine","Pipeline","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"196","4-14-71-20-NE",0,0,1.145828904323,0,0,0,0,0,5.590043966251,0,7.21388831086,1.00461833056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9927047929,0,0,0,0,0,1.06746576557,0,0,0,0,0,0,0,3.849428730447,0,0,0,0,0,0,0,0,7.21388831086,0,0,0,0,0,0,0,0,0,0
"197","4-14-71-20-NW",0,0,10.8154758650497,0,0,0,0,0,32.270051936069,0,0,3.057487595086,0.0192968748422,0,0,0,0,3.385530288965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.806682301993,0,0,0,0,0,0,0,0,0,0,0,1.2750492135485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198","4-14-71-20-SE",0,0,11.02034082275,0.656458598158,0,0,0,0,43.531616418778,0,2.588846155763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616378177893,0,0,0,0,0,1.56611554954,0,0,0,0,0,3.36515602736,0,0,0,0,0,0,0,0,0,0,2.588846155759,0,0,0,0,0,0,0,1.032542440828,0,0.163518145119
"199","4-14-71-20-SW",0,0,18.780766586551,3.202978379222,1.75440814831,0,0,0,9.3192547981051,0,0,4.733683631028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.45112257118052,0,0,0,0,0,1.081719356922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2072667407268,0,0
"200","4-14-71-21-NE",0,0,22.3482481694955,0,0,0,0,0,0.0823947930326,0.039606598541,0,11.8357142266,16.07711469903,0,0,0,0,4.76865106781,0,0,0,0,0,0,0,7.27724165049,0,0,0,0.409885745822,0,0,0,0,0,0,0,0,0,0,0.144679026905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396065985413,0,0,0,0,0,0,0,0.394619027102858,0,0.170489320573
"201","4-14-71-21-NW",0,0,4.87993812447238,6.96415413783,0,0,0,0,0,7.80386261304,0,0,0.0657415466831,0,0,0,0,6.278062620154,0,0,0,0,0,0,0,0,0,0,0,0.646134109219,0,0,0,0,0,0,0,0,0,0,4.12182211876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.80386261303,0,0,0,0,0,0,0,0,0,0
"202","4-14-71-21-SE",0,0,0.1066148241689,0,0,0,0,0,11.9693983088,0,0,27.05795954056,20.995368453277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.938937196892,0,0,0,0,0,0,0,0,0,0,0,1.37707558328,0,0,0,0,0,0,2.35532833553,0,0,0,0,0,0,0,0,1.37707558329,0,0,0,0,0,0,0,1.47982127467262,0,0
"203","4-14-71-21-SW",0,0,8.778480335858,6.65392344302705,0,0,0,0,1.80888378013926,0.549468139024,2.146111658719,0.545160059084,14.2715341646,0,0,0,0,6.49943033343,0,0,0,0,0,0,0,0,0,0,0,9.85376404262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41283729911,4.8688444171177,0.305971143265,0,0,0,0,0,0,0,0,2.695579797753,0,0,0,0,0,0,0,0.8813426693126,0,0
"204","4-14-71-22-NE",0,0,29.0879223756668,5.85729907042,0,0,0,0,13.45505005282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.343846497132,1.515236138317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.515236138317,0,0,0,0,0,0,0,0.165481717437616,0.0343620550137,0
"205","4-14-71-22-NW",0,0,24.5289211705192,0.338500457202,0,0,0,0,3.67644813598136,0.0250815061693,0,0,1.127095461351,0,0,0,0,10.152152555934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.431329374,0,0,0,0,0,14.29103615668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250815061663,0,0,0,0,0,0,0,0.47110624637558,0,0.317809079086
"206","4-14-71-22-SE",0,0,27.45503526346,28.78575621617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.876138809275,2.773936850624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.650075659904,0,0,0,0,0,0,0,0.402209161917,0,0
"207","4-14-71-22-SW",0,0,14.622545086598,5.54802666461,0,0,0,0,1.102166982147,9.33819711409,0,19.554590660746,0,0,0,0,0,0.105399412411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8069340544,0,0,0,0,0,0.600705694068,0.3254223351567,0,0,9.61375507308,0,0,0,0,0,0,1.57464201202,0,0,0,0,0,9.6636194492549,0,0,0,0,0,0,0,0.44884433703153,0,0
"208","4-14-71-23-NE",0,0,3.80272092312,0,0,0,0,3.24376251989,4.555081052882,0,0,0.230075870451,3.04555766682,0,0,0,0,0.861775264168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18258175081,0,0,26.884362705757,2.71177669438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.68480695777,0,0,0,0,0,0.151741267033,0,0,0,0
"209","4-14-71-23-NW",0,0,38.1737370306975,0,0,0,0,0,8.3816049784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.099811474039,2.50099048021,0,0,0,0,0.847186301463,1.0967497080035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0967495601088,0,0,0,0,0,0,0,0,0,0
"210","4-14-71-23-SE",0,0,14.53927529125,12.78125298671,0.149235234135,0,0,0.0628249998653,6.464889969836,0,0,3.06520994859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6526664815,0,0,1.03203640745,0,0,13.857017484197,0,3.55049796923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55049796922,0,0,0,0,0,0,0,0.2993528828712,0,0
"211","4-14-71-23-SW",0,0,23.246389669305,1.93709190167,0,0,0,0,15.421968016121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89091400798,0,0,0,0,0,0,1.0398660907024,6.469290421186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5091565118787,0,0,0,0,0,0,0,0.2875901364207,0.0490146343202,0
"212","4-14-71-24-NE",0,0,17.55937536103,11.81102144258,0,0,0,0,16.4355976335,0,0,7.90243303956,0,6.56234033513,0,0,0,0,0,0,0,0,0,0,0,1.616223820562,0.00985648157305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62577801831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"213","4-14-71-24-NW",0,0,3.20837686877,0,0,0,0,0,2.25041672339,0,0,22.60181171936,0.38233017916738,1.156534437267,0,0,0,8.483372734258,0,0,0,0,0,0,0,0.126938845472,0,0,0,0,0,0,0,0,0,0,0,4.15102302757,0,0,4.928155633271,1.812409935989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.745117675691,0,0,0,0,0,0.0672922609504,0,0,0,0
"214","4-14-71-24-SE",0,0,1.00084071119,0,0,0,0,0,1.11511594155,0,0,8.27797910057,12.3264199421,23.203036426552,0,0,0,0.238489264494,1.54960321931e-05,0,0,0,0,0,0,2.73256519304,0,0,0,0.307063603749,0,0,0,0,0,0,0,0.817970081711,0,0,5.69714814739,3.33844258998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2422892528361,0,0,0,0,0,0.24634903179705,0,0.803318208908,0,0
"215","4-14-71-24-SW",0,0,0.407664301509,3.224189238966,0,0,0,0,0,0,0,0,0.0290234484829,4.0687727619799,0.579382068198,0,0,16.564921388021,0,0,0,0,0,0,0,0,0,0,0,1.37648218214,0,0,0,0,0,0,0,27.059479736832,0,0,4.62212329361853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53317032340265,0,0
"216","4-14-71-25-NE",0,0,2.24965274926,0,0,0,0,0,0,0,0,18.359130213057,4.50734039542,0,0.9124434439341,0,2.14474131626,5.89341311359,1.09602963798e-05,0,0,0,0.249476221405,0.0604647503202,0,0.00776154042117,21.5225374176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04714204502,5.82902279598361,0,0,0,0,0,0,0,1.09645506846e-05,0,0,0,0,0,0,0,0.409883047725929,0,0
"217","4-14-71-25-NW",0,0,0,0,0,0,0,0,0,0,1.354970122483,1.481816203563,20.1618194181177,0,0,0,0,0.427419394778,0,0,0,0,7.2195917122,0,0,11.159687146274,7.3825422546891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6680245303915,0,0.256701314252,2.9954928503,0,0,0,0,0,0,0,0,1.354970122483,0,0,0,0,0,0.000126390939934,0,1.0979843757633,0,0
"218","4-14-71-25-SE",0,0,0.08605487581,0,0,0,0,0,0,0,0,19.290779129537,1.766097056339,5.8832955033,4.662453260735,0,0,0,0,0,0,0,0,1.524288858208,0,8.0626285459658,24.405124036975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811598366178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"219","4-14-71-25-SW",0,0,0,0,0,0,0,0,0,0,0,24.597085734414,10.3476793343982,0,1.350427389124,0,0,0.0148500232414,0,0,0,0,0,0,0,7.07253038868833,12.8631308315398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00169415264192,0,0,0,0
"220","4-14-71-26-NE",0,0,2.26189747903,0.889806441984,0,0,0,0,7.49049458676,17.4378537405,0.5016805855716,4.90352328521,3.442189001676,0,0,0,0,4.77467032084,0,0,0,0,0,0,3.14670638301,3.16157763462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09085354707,0,0,0.546404358046,0,0,0,0,0,0,0,0,17.9395343260713,0,0,0,0,0,0,0,0.672481581612,0,0
"221","4-14-71-26-NW",0,0,2.2327896042,9.068428043988,0,0,0,0,7.69290462454,11.6244134928,0,1.09362646868,13.25453807775,0,0,0,0,17.16617978204,0,0,0,0,0,0,0.394115530791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9492770032,0,0,0,0,0,0,0,0,11.6244134928,0,0,0,0,0,0,0,0.7101045959249,0,0
"222","4-14-71-26-SE",0,0,0.135539501658,2.07171635862,0,0,0,0,0,0,0,0.132959026529,28.5617634641579,0,0,0,0,20.362904795877,0,0,0,0,0,2.98251421141923,0,1.81133484766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80040162850457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6425748001146,0,0.0323156406614,0,0.761506616791
"223","4-14-71-26-SW",0,0,13.0436740789965,5.949008205187,0,0,0,0,6.0199720445562,0,0,5.47363777779,0,0.0901902660606,0,0,0,13.1384632634,0,0,0,0,0,7.390569650635,0,0,0,0,0,0,0,0,0,0,2.82819957293652,0,0,0,0,0,12.298427871693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4981699687252,0,0
"224","4-14-71-27-NE",0,0,0,3.74858258458,0.332250445144,0,0,0,1.46433954791,0,0,1.26734830095,22.82209812121,11.923286269631,0,0,0,14.15879340242,0,0,0,0,0,0,1.10364874794,0,0,0,0,0.421402607192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.98784157256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.719084843465,0,0
"225","4-14-71-27-NW",0,0,0,0,5.860249351407,0,0,0,6.1861434672053,0,0,7.014471309222,0,7.322024300178,0,0,0,10.065315392486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.054991433517,0,0,0,0,0,0.00405693784682,0,0,0,0,0,0.886055003959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.73194154814447,0,0
"226","4-14-71-27-SE",0,0,16.498276003424,12.214067115898,0,0,0,0,7.130871678436,0,0,5.211651580941,0,10.2949523539695,0,0,0,0,0,0,0,0,0,6.83263362807,0,0,0,0,0,0.310263676465,0,0,0,0,0,0,0,0,0,0,0.7076816515207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097258284745,0,0
"227","4-14-71-27-SW",0,0,24.016023775461,0,0.31287465218,0,0,0,5.257793627401,0,0,3.7634953632039,0,0,0,0,0,6.5003663947628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.781635471793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4864070187078,0,0
"228","4-14-71-28-NE",0,0,4.883526173494,8.710912368336,0,0,0,0,14.41528392919,0,0,1.09687639826,0.580986206317,0,0,0,0,3.79929025439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.302876179058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185113017781,0,0,0,0,0,0,0.6239865223459,0,0
"229","4-14-71-28-NW",0,0,21.6016257135784,8.60425847309,0,0,0,1.041768127404,11.820950945767,0,0,0.14757690753,5.27659355615,0,0,0,0,1.738594727622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.641317669549,0,0,0,0,2.068748663,0,0,0,0,0,0,0,0,1.641317669547,0,0,0,0,0,0,0,0.37146365640853,0,0
"230","4-14-71-28-SE",0,0,27.1657005062469,5.27907913648,0,0,0,0,11.437332337795,0,0,0.560696678024,1.9046322825,0,0,0,0,18.384162554613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76050957964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3306579112316,0,0
"231","4-14-71-28-SW",0,0,5.9035040134696,6.447007430485,0,0,0,0,0.579138887466,0,0,2.833969141301,2.57839084136,0,0,0,0,11.31801629501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85846375627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"232","4-14-71-29-NE",0,0,1.972881656331,0.317330060597,0,0,0,11.5231436891,17.304602300304,0,0,13.2234313889425,0.266659063026,0,0,0,0,2.41537743354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245066249508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322555548351,0,0
"233","4-14-71-29-NW",0,0,0.191873988549,0,0,0,0,0,0.0952978078732,0,0,22.4846123637031,0,0,0.0850987255398,0,0,1.781608891078,11.72130184843,0.898080443892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13184403940372,4.91797383421,0,0,0,0,0,0,0,12.525460662179,0,0,0,0,0,0,0,0.280799585890152,0,0.0939218556711
"234","4-14-71-29-SE",0,0,0.216657341822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"235","4-14-71-29-SW",0,0,2.0440741780323,0,0,0,0,0,0.0625814593977,0,0.701468391167,24.3824821903836,0.47364209002504,0,3.3686376952639,0,0,3.56213357121125,0,4.63763236741e-07,0,0,0,0,0,0,0,0,0,10.263210585544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71585134414,3.6013533813887,0,0,0,0,0,0,0,0.701468854930238,0,0,0,0,0,0,0,0,0,0
"236","4-14-71-3-NE",0,2.15103349377,27.816856868055,12.7501924427095,2.668584484147,0,0,1.7466115064937,3.3316638023348,0,0,0,0,0,0,0,0,0,3.00836234707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.146010553109,0,0.500016028629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.659411873329,0,0,0,0,0,0,0,0.20051606621849,0,0
"237","4-14-71-3-NW",0,0,28.2049445275,9.030725024,0,0,0,0,1.90390641485,0,0,1.272284761639,0,0,0,0,0,1.302906194947,8.75266262475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850299515543,3.33239925930338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.0850619028223,0,0,0,0,0,0,0,0.157539834652484,0,0
"238","4-14-71-3-SE",0,0,12.0112094322976,14.64530913496,0,0,0,1.64519449869,6.130339135314,0,0,0,0,0.2830613776635,8.42942155659e-05,0,0,0,8.397256827271,0,0,0,0,0,0,0,0,0,0,2.4563976283,0,0,0,0,0,0,0,0,0,0,0.7647001487541,1.32342183958,0,0,0,2.2438235585306,0,0,0,0,0,0,0,0,0,0,0,9.720678334311,0,0,0,0,0,0,0,0.153486997337,0,0
"239","4-14-71-3-SW",0,0,0,2.5909316422284,0,0,0,0,24.289235345195,0,0,0.195636413961,0,0.367436488931,0,0,0,2.5826681606115,31.2024366743317,0,0,0,0,0,0,0,0,0,0,5.6780442901085,0,0,0,0,0,0,0,0,0,0,0,4.524312098462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.7267487737713,0,0,0,0,0,0,0,0.0463784222115,0,0
"240","4-14-71-30-NE",0,0,0,0,0,0,0,0,0,0,3.0544767085,8.505247963876,0,0,0.04132298173938,0,0,0,12.42234969064,0.332415637502,0,0,0,6.16591894969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.877602051728,0,0.8099116729154,0,0,0,0,0,0,0,0,15.783147889334,0,0,0,0,0,0,0,0.2000735769736,0,0.033174188169
"241","4-14-71-30-NW",0,0,0,0,0,0,0,0,0,0,16.6209773711,11.8396792227785,6.60475490540853,0,0.022970821774223,0,1.325296124193,6.88882630364,10.2487138442274,0,0,0,0,0,0,0.176182492561,0,0,0,0,0,0,0.00019959959714579,0,0,0,0,0,0,0,0,0,0,0,0,0,1.77470893674,0.0597441590963,0.6513038100006,0,0,0,0,0,0,0,0,26.7576580366379,0,0,0,0,0,0,0,0.1442470091289,0,0.879336551917
"242","4-14-71-30-SE",0,0,0,0,0,0,0,0,0,0,7.31396254612,26.2542886264362,2.880878964611,0,3.40261653146101,0,0,0,0,0,0,0,0,0,0,1.992235433575,9.0372809767932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.393231056013,0,0,0,0,0,0,0,7.31396254612,0,0,0,0,0,0,0,0,0,0
"243","4-14-71-30-SW",0,0,0,0,0,0,0,0,0,0,2.1241696386048,14.40779933119,1.8808587817199,12.9992475560488,10.2883079060851,0,0,0,0,0,0.0004944774431111,0,0,0,0,2.162865884693,12.558737910371,0,0,0,0,0,0.0012770896228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0681809447357,2.6386807745823,0,0,0,0,0,0,0,2.12594102139038,0,0,0,0,0,0,0,0.2328177408658,0,0
"244","4-14-71-31-NE",0,0,9.21965316485683,13.54132315949,0,0,0,1.80124435403885,19.2386487422525,0,0,0,0,0,0,0,0,0,3.0746821931,0,0,0,0,0,0.00390611755479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.09051970871984,0,7.8808841537,0.0978686942248,0,0,0,0,0,0,0,3.0746821931,0,0,0,0.0643836690746,0,0,0,0.3279995954076,0,0
"245","4-14-71-31-NW",0,0,6.99825619808184,6.04030571784045,0,0,0,0,38.6950995010628,0,0,0,0,0,0,0,0,0,0,0,8.37707202091e-05,0,0,0.810872236025,0.988977612205,0,0,0,0,0,0,0,0,0,1.43555672976e-05,0,0,0,0,0,0,0.00955632900307,8.88187982222288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.89143615122439,0,0,0,0.668389817988,0,0,0,0.43241320128396,0,0
"246","4-14-71-31-SE",0,0,0.235517812216,0.0194804356583,0,0,0,0,10.84567454385,0,0,2.189176013809,0,0,0.0583603428772,0,0,3.800366082585,13.189728416869,0.138228211866,1.532177798006,0,0,1.38071466743,2.54542570692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7315930537735,0,0,0,0,0,0,0,0,14.8601341896089,0,0,0,0.116299976178,0,0,0,0.579694527482805,0,0
"247","4-14-71-31-SW",0,0,0,12.3975865379996,0,0,0,0,0.15157310218049,0,0,5.884696463512,3.217336265502,0,0.09238847457556,0,0,2.66197737449,19.437781346903,0,0.410233511328123,0,0,0.369331035692,3.26418832557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.439814541208,0.276647867762,3.776878088424,0,0,0,0,0,0,0,0,19.8477294345357,0,0,0,0,0,0,0,0.50167985694389,0,0
"248","4-14-71-32-NE",0,0,0,0,0,0,0,0,0,0,13.7796581016,0,0,0.729243157668,0,0,0,15.5331352068803,0,0,0,15.7761668367,0,0,16.5628174786847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.971075836169,0,0,0,0,0,0,0,0,13.7796581016,0,0,0,0,0,0,0,0.281951605682,0,0
"249","4-14-71-32-NW",0,0,26.6907599558256,5.6194906263441,2.48741895207838,0,0,0,0.17141772077231,0,0,0,0,0,0,0,0,9.713329999424,0,0,0,7.06674637048,0,0,3.32179008140185,0,0,0,0,0.481360526057,0,0,0,0,0,0,0,0,0,0,1.06927427932,0,0,0,0,0,0,0,0.92309116923882,0,0,0,0,0,0,0,0,0,0,0,0,0.0201633245066,0,0,0,0.0129750644867,0,0
"250","4-14-71-32-SE",0,0,1.1935158943,4.69506146952,0,0,0,2.66651000052,6.619062419849,0,0,5.546733144841,3.00762563947,0,0,0,0,13.213386380559,0,0,0,0,0,3.54367471187,7.94634672278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.569970187397,0,0,0,0,0,0.20289864454,0,10.78519318433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281376798686,0,0.2252513293
"251","4-14-71-32-SW",0,0,0.121909683665,0,0,0,0,0,7.919652565848,0,0,6.085287516753,2.69506813197,0,0.0319184189115,0,0,30.7722644096281,1.6949481648701,0.0504895326789,0,0,0,0.2803377212369,0.328618406094169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86571873991,0,0,0,0,0,1.43613741079,0,9.06417920598516,0,0,0,0,0,0,0,0,1.7454375840962,0,0,0,0,0,0,0,0.445045663253398,0,0.0291636125219
"252","4-14-71-33-NE",0,0,4.2162140100644,0,0,0,0,0,7.107091780415,15.1007322937,0,2.30326484898,3.253514024411,0,0,0,0,8.945471700204,0,0,0,0,0,0,0,13.9993016818727,0,0,0,0,0,0,0,0,0.690134505964054,0,0,0,0,0,0.033040752535,0,0,0,0,0,0.65527830532576,0,7.2569789913556,0,0,0,0,0,0,0,0,15.1007322937,0,0,0,0,0,0,0,0.218600839035,0,0
"253","4-14-71-33-NW",0,0,0.0576181355244,0,0,0,0,0,0,0,7.074518313546,5.64560230148,0.214494484441,4.105994568155,0,0,0,4.92420635228518,0,0,0,0,0,0,0.344984449399,24.3863950047325,0,0,0,0,0,0,0,0,0.586217974929,0,0,0,0,0,0.120656904626,0,0,0,0,0,0,2.36949677593,14.782040345924,0,0,0,0,0,0,0,0,7.074518313549,0,0,0,0,0,0,0,0.331108410539596,0,0
"254","4-14-71-33-SE",0,0,0.28891946961445,0,0,0,0,0,5.891919844088,0,0,5.594279133183,0,0,0,0,0,16.59625496921,0,0,0,0,0,0,11.4313482627,0,0,0,0,0,0,0,0,0,10.184145372,0,0,0,0,0,10.23391762727,0,0,0,0,0,0,2.22055184006,1.64303457494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6694004365744,0,0.357433656455
"255","4-14-71-33-SW",0,0,7.347469299682,0,0,0,0,1.245409663487,25.054571732122,0,0,5.012269371978,0,0,0,0,0,1.64196946739,0,0,0,0,0,0,0.094669137128,0,0,0,0,0,0,0,0,0,6.83411337768,0,0,0,0,0,11.556828425988,0,0,2.1881200203342,0,0,0,0,2.22363840384,0,0,0,0,0,0,0,0,2.1881200203441,0,0,0,0,0,0,0,0.3111175344128,0,0
"256","4-14-71-34-NE",0,0,0,0,0,0,0,0,0,15.5421766976,0,0,0,0,0,0,0,19.4974563397098,0,0,0,0,0,0,19.5106177967714,0.8286220264825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99963003838,0,0,0,0,0,0,0,4.45628544299023,0,0,0,0,0,0,0,0,15.5421766976,0,0,0,0,0,0,0,0.309124308143,0,0
"257","4-14-71-34-NW",0,0,0,0,0,0,0,0,0.2269912053569,22.975900714007,0,0.121835415765,0,0,0,0,0,17.2479650088406,0,0,0,0,0,0,0,6.3653363326032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186399798064,0,0,0,0,0,0,0,12.3121152867603,0,0,0,0,0,0,0,0,22.975900714007,0,0,0,0,0,0,0,0.1299112091376,0,0
"258","4-14-71-34-SE",0,0,1.15737091446,0,0,0,0,0,0,0,0,0,6.86600145708,0,0,0,0,54.89875009851,0,0,0,0,0,0.700535859751,0,0,0,0,0,0.239377639045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.45281407362016,0,0
"259","4-14-71-34-SW",0,0,11.461080044368,0,0,0,0,0,0.674120922309,4.36878268521,0,2.27359967056,0,0,0,0,0,35.30689599193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57039735950826,0,0,0,0,0,1.499304272018,0,0,0,0,0,0,0,1.33302794206,0,0,0,0,0,0,0,0,4.36878268521,0,0,0,0,0,0,0,0.4821760551947,0,0
"260","4-14-71-35-NE",0,0,0,0,0,0,0,0,9.3921042210021,0,0,48.7225152353148,0,0,0,0,0,2.9315683962247,0,0,0,0,0,0.451812583638,1.3617038252558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03361322308,0,0,0,0.064570381891,0,0
