"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC20","DeciduousCC40","DeciduousCC60","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC20","MixedwoodCC40","MixedwoodCC60","Pine100","Pine120","Pine140","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC20","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC20","WhiteSpruceCC40","WhiteSpruceCC60","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"1","5-1-89-33-NE",0,0,0,0,0,0,0,0,5.51046614295e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04575123145e-06,0,0
"2","5-1-90-1-NE",0,0,0,0,5.8886430961408,0,0,0,41.012144954441,0,0,0.87051093455,0,0,0,0,0,1.21913373596,0,0,0,0,0,2.69802252584,0,0.41286636344,0,0,0,0,0,6.05398342318,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000543805776436,4.87279078221,1.4852923267442,0,0,0,0,0,0,0,0,6.0539832579,0,0,0,0,0,0,0,0,1.83773075982058,0,0
"3","5-1-90-1-NW",0,0,0,0,0,0,0,0,8.91613023394,0,0,0,0,1.70957528129,0,0,0,15.0667760807247,0,0,0,0,0,33.9062264139782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.119995691341,5.418006252408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83552217446505,0,0
"4","5-1-90-1-SE",0,0,0,0,14.040275209703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09006536386,0,0,0,0,0,16.90907119358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.125348220714,6.462001941014,0,0,0,0,0,0,0,0,16.90907159886,0,0,0,0,0,0,0,0,1.203357820011,0,0
"5","5-1-90-1-SW",0,0,0,0,10.354973913252,0,0,0,0,0,0,0,0,0.3068985510102,0,0,0,0.00266009334968,0,0,0,0,0,16.45176280972,0,4.55774746185,0,0,1.52676368997,0,0,4.91179218474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.8251430855795,1.80916502638003,0,0,0,0,5.027007563678,0,0,0,9.938799745452,0,0,0,0,0,0,0,0,2.08591328722935,0,0
"6","5-1-90-10-NE",0,0,2.621882730965,0,0,0,0,0,0,0,0.0708262257684,0,0,0,0,0,0,24.9516550672,0,0,0,0,0,0,0,0,8.45434501615293,0,3.1278925161,1.55920182511,0,2.88631557701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228708213113,0,0,0,0,0,0,6.76602994955,0,0,0,9.7231716930429,0,0,0,0,0,0,0,0,0.85786345530778,0,0
"7","5-1-90-10-NW",0,0,0.995789812558,0,0,0,0,0,9.397858855505,0,20.363591946852,0,0,0,0,0,0,7.759450000525,0,0,0,0,0,0,2.976683560624,0,1.07231028975,0,0,4.86591359885,0,0,0,0,0,0,0,0.0178490610444,3.86557163514,0,0,0,0,0,0,0,4.70910910463,0,0,1.781058157823,0,0,0.615794352268,0,0,0,20.979386299327,0,0,0,0,0,0,0,0,1.02196674414922,0,0
"8","5-1-90-10-SE",0,0,2.916964942184,0,0,0,0,0,12.149072762993,0,0,0,0,0,0,0,0,21.278980927919,0,0,0,0,0,0,0,0,0,0,0,0.602270594178,0,0,0,0,0,0,0,1.20379641313,15.17071513929,0,0,0,0,0,0,2.24710598491,0,0,0,0,1.33369696704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454871015198,0,0
"9","5-1-90-10-SW",0,0,25.3824513921053,6.25263842802,0,0,0,0,0.83316334015158,0,0,0,0,0,0,0,0,1.17217607106154,0,0,0,0,0,0,0,0,0,0,2.39315627921,0,0,0,0,0,0,0,0,20.4544334365,2.29438408624,0,0,0,0,0,0,0,1.507136059161,0,0,1.215354932597,1.69636530494,0,0.0273189057198,0,0,0,0.0273189054079,0,0,0,0,0,0,0,0,0.57570193019376,0,0
"10","5-1-90-11-NE",0,0,0,32.01506329683,4.92558227732,0,0,0,0,0,0,0,0,0,0,0,0.307613323022,4.48919353583,0,0,0,0,0,8.55807368804,0,0,0,0,0,12.61556013951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.575650665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481281877469,0,0
"11","5-1-90-11-NW",0,0,0,5.670659097626,0,0,0,0,0,0,0,0,2.23568643175,0,0,0,0,13.859688462705,0,0,0,0,0,0,0,0,0.106610178475264,0,0.90712437984,31.6040280015289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.61826822234,0,0,0,0,3.8119643913396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9153232941507,0,0
"12","5-1-90-11-SE",0,0,2.96620536387,0,0,0,0,0,0,0,0,0,0,0.204368146283,0,0,11.9744417866,31.43824859453,0,0,0,0,0,5.1272865340529,4.37141066962,0,0,0,0,1.54237390875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.16393506611,1.71480519167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48882721299105,0,0
"13","5-1-90-11-SW",0,0,8.38726537296,0,2.21475923892,0,0,0,6.857141238285,0,0,0,0,5.27347298486,0,0,0.198421463719777,27.019173719939,0,0,0,0,0,0,0,0,0,0,0,12.4369436360914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73457198677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09076569820907,0,0
"14","5-1-90-12-NE",0,0,45.61835940927,0.277537831721,0.17842019657,0,0,0,5.408275404686,0,0,5.29437280592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.744293537244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481247526535,0,0
"15","5-1-90-12-NW",0,0,22.86669656787,33.02641998903,3.024396423528,0,0,0,2.533586335218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80903588927561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.845800130375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81113395975988,0,0
"16","5-1-90-12-SE",0,0,17.74933860786,0,0,0,0,0,7.1399357534119,0,0,0,0,12.6364078432,0,0,0,5.84015332644,0,0,0,0,0,15.1365088812,0,0,0,0,0,0,0,0,0,0.414536997901,0,0,0,0,0,0,0,0,0,0,0,1.260091300335,3.8772854404,0,0,0,0.444118526967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481350382303,0,0
