"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC0","DeciduousCC10","DeciduousCC20","DeciduousCC40","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC0","MixedwoodCC10","MixedwoodCC20","MixedwoodCC40","MixedwoodUP0","MixedwoodUP10","NA.","Pine0","Pine10","Pine100","Pine120","Pine140","Pine20","Pine40","Pine60","Pine80","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC10","WhiteSpruceCC20","WhiteSpruceCC40","Borrow.Pits.Dugouts.Sumps","Cutblock","Industrial.Site.Rural","Mine.Site","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Urban","Well.Site"
"2737","4-21-86-6-SE",0,0,41.6054299794615,0.0241393091929,0,0,0,3.215760874,10.5817896054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3313263381078,0,0,0
"2738","4-21-86-6-SW",0,0,8.0806880918686,0,0,0,0.16759889140377,7.1048171659149,14.0503998960602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.517295147691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.403293702947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7801895576017,0,0,0
"2739","4-21-86-7-NE",0,0,11.255734960922,1.14995537538,4.65534616923,0,0.980746345424,33.45085689991,8.444567168276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0658516960152,0,0,0
"2740","4-21-86-7-NW",0,0,19.808078625153,6.10207288419,0,0,0,24.338893405139,3.6481989843993,0,0,0,0,0,0,0,4.13646197595,0,0,0,0,0,0,0,0,0.132051482026,0,0,0,0,0.3095450325106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.897007124498,0,0,0
"2741","4-21-86-7-SE",0,0,16.027124706016,1.885788862,0,0,7.7932927746,25.8307041829577,0,0,0,0,0,0,0,0,0,5.40688039863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.91966756727,0,0,0,0,0,3.67754985643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337909530011,0,0,0
"2742","4-21-86-7-SW",0,0,10.5676626069302,1.23827810265121,0,0,0,26.866717096642,2.729746221021,0,0,0.377967499441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49532928417,3.282379713461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45746326929436,0,0,1.00103553966
"2743","4-21-86-8-NE",0,0,20.087862771637,0,26.8194599558,0,0,2.75503414714,14.8586817193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.92675609904356,0,0,1.00100817642
"2744","4-21-86-8-NW",0,0,10.882240076123,1.185599404406,7.293132953924,0,0,1.8130989134443,43.37690921373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38020499795753,0,0,0
"2745","4-21-86-8-SE",0,0,20.9184774343726,7.69100930835,30.982326748856,0,0,0,0.273077348654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.82673240994294,0,0,0
"2746","4-21-86-8-SW",0,0,24.302327283344,4.912892210729,7.904822703555,0,3.572358676792,11.5300629470912,0.0437756159551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.432433879012415,0,0,0
"2747","4-21-86-9-NE",0,0,19.98596794167,14.348388685384,3.28021604912,0,0,17.25731662065,0.603488482978,0,0,0,0,0,0,0,1.90888339728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000506410548451,0,0,0,0,0,0,0,0.4627286113867,0,0,0.0450750916357
"2748","4-21-86-9-NW",0,0,7.990088229454,19.2878796998618,31.14626696456,0,0,5.25058805624,0.896428156618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0150477889289,0,0,0,0,0,0,0,0.9794920741053,0,0,0.0783224419171
"2749","4-21-86-9-SE",0,0,0,23.47798305604,8.81998817005,0,0,23.48911282797,7.951956961149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.361166091449,0,0,0
"2750","4-21-86-9-SW",0,0,6.392260994569,16.586202277893,27.01319812457,0,0,0.9031979094,15.2630047646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2751","4-21-87-1-NE",0,0,13.2641004220587,24.7309210302181,3.811661155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05737930222,2.50824976717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166494726331647,0,0,0,0,0,0,0,0,12.9851598536,0,0,0,12.9851607227,0.164973552756,0,0,0,0,0,0,0,0,0,0,1.00095386505
"2752","4-21-87-1-NW",0,0,0,14.9759535441913,0,0,0,0,0,0,0,0,15.262910936817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48711093893655,0,0,0,0,0,0,0,0,24.561536927884,0,0,0,30.926318101525,0,0,0,0,0,0,0,0,0,0,0,0
"2753","4-21-87-1-SE",0,0,0,6.04898406984997,0,0,0,0,0.109296149255017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0140372561351,0.0015708157936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42365402553766,0,0,0,1.8536645487804,0,0,0,0,55.06840482949,0,0,0,55.06840327306,0,0,0,0,0,0,0,0,0,0,0,0
"2754","4-21-87-1-SW",0,0,0,1.42911879484,0,0,0,0,0,0,0,0,2.9217643338825,0,0,0,0,0,0,0,0,0,0,0,0,0.4935880328377,2.3717772933744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32790893421152,0,0,0,0,0,0,0,0,59.27165178697,0,0,0,59.27165178476,0,0,0,0,0,0,0,0,0,0,0,0
"2755","4-21-87-10-NE",0,0,25.2290077975942,1.172925111393,0,0,0,12.244653463526,16.060774112249,0,0,0,1.98093488443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7485286282,0,0,0,0,0,0,0,0,0,2.253918246,0,0,0,0,0,0,0,0,0.61217086049924,0,0,0
"2756","4-21-87-10-NW",0,0,22.788286662353,0.0566783464751,1.26778329351,0,11.448450935423,12.43456973825,6.03277822433821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0909562741254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2757","4-21-87-10-SE",0,0,20.2132197956489,2.09473307078,0,0,0,15.980217956494,0.2463519035308,0,0,0.358681335266,12.632961444747,0,0,0.00279224018127,0,0,0,0,0,0,0.001274470207072,0,0,2.83630071786,0,0,0,2.32409570809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63902700816,0,0,0,0,0,0,0,0,0,5.578789227959,0,0,0,0,0,0,0,0,1.39013188391943,0,0,0
"2758","4-21-87-10-SW",0,0,4.11244740756,0.349250293494,0,0,2.639196686969,24.884555802436,32.33224920791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107687965346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47486273893206,0,0,0
"2759","4-21-87-11-NE",0,0,22.219691878668,11.87024845938,0,0,0,0,0.146505278064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.74004343295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558616375718,0,0,2.84183197913,10.2977720799414,0,0,0,2.37794667892,0,0,0,0,13.4238292687,0,0,0,0,0,0,0,0,0.244469971817,0,0,0
"2760","4-21-87-11-NW",0,0,22.227525261218,0,0,0,0,0.353835032046,1.118086100273,0,0,0.807212583533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037664975286892,0,3.33371165066,0.781222229669,4.615085533503,0,0,0,0,0,0,0,0,33.28428092969,0,0,0,0,0,0,0,0,0.22786917672811,0,0,0
"2761","4-21-87-11-SE",0,0,3.4705140811,24.45007003991,5.25376564976,0,0,0,0.140922635866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103305291992075,0,5.31725653414529,0.0883907755736,1.24883847656308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42132746568,0,0,0,0,0,0,0,0,18.59586122328,0,0,0,0,0,0,0,0,0.2842576394095,0,0,0
"2762","4-21-87-11-SW",0,0,14.92095534802,5.67396976165,0,0,0,0,0,0,0,0,1.1901190034732,0,0,0,0,0,0,0,0,0,0.0959232907241,0,0,3.263615518778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.403746074362,0,0,0,0,0,0,0,0,0,40.0565666621,0,0,0,0,0,0,0,0,0.5124224481098,0,0,0
"2763","4-21-87-12-NE",0,0,0,0,0,0,0,0.465991076318,49.6123773328744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680971046828,0,0,0
"2764","4-21-87-12-NW",0,0,4.38373557572,13.4019933886358,0.8136756390746,0,1.063150288619,3.55705982634,43.371931049528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2765","4-21-87-12-SE",0,0,9.18685055448443,14.9529635372384,4.43672474592,0,10.8056571593,0,21.2980250283091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875047197502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527016956111663,0,0,0
"2766","4-21-87-12-SW",0,0,0,46.1188844811029,13.162823533033,0,1.888324255484,0,0.4466841473634,0,0,0,0.0555523647706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01430954015042,0,0,0,0,0,0,0,0,0,0,0,0,4.76650281391,0,0,0,0,0,0,0,0,0.3279664515727,0,0,0
"2767","4-21-87-13-NE",0,0,0,2.232244584021,0,0,35.1605853181204,8.11857590187,4.74283596317823,0,0,0,0,0,0,0,7.10208515911,0,0,0,0,0,0,0,0,0,7.5915034066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3232019158,0,0,0
"2768","4-21-87-13-NW",0,0,0,0,0.628770261192,0,6.4961865238995,9.11636603262,0,0,0,0,0,0,0,0,29.922571570853,5.99646448333,0,0,0,0,0,0,0,0,6.76873556175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.859743859784,0,0,0,0,0,3.241793735248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.542335835318742,0,0,0.0481941231033
"2769","4-21-87-13-SE",0,0,0,5.11211302035,0,0,0.16953196119,35.3019890918661,26.0011527510176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323186381484,0,0,0
"2770","4-21-87-13-SW",0,0,15.3009385969342,4.67015806166,3.54403834965,0,4.12728393327,33.458562546927,3.5993653569925,0,0,0,0,0,0,0,1.523788163829,0,0,0,0,0,0,0,0,0,0,0,0,0.00734061958319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602652548373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332392166504,0,0,0
"2771","4-21-87-14-NE",0,0,0.47957780149,3.21939556478,0,0,0,6.83581468127,0,0,0,0,2.82617003985,0,0,0,28.18236694894,0,0,0,0,0,0,0,0,0,9.20556848596,0,0,1.35345635477,2.64163770202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1461582733,0,0,0,0,0,1.38921788685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515704845653,0,0,0
"2772","4-21-87-14-NW",0,0,5.458265887397,2.89514147738,0,0,0,21.959798380557,4.154959705802,0,0,0,0,0,0,0,23.5606437999079,0,0,0,0,0,0,0,1.7544410781,0,2.11173507592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.146400411796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.63662805713842,0,0,0
"2773","4-21-87-14-SE",0,0,17.91488993567,0,0,0,0,15.517819703585,0,0,0,0,6.53191031881,0,0,0,2.295372962658,0,0,0,0,0,0,0,0,0,0.0299536510595,0,0,10.3954566472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8995574704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323243740252,0,0,0
"2774","4-21-87-14-SW",0,0,2.3017987804183,1.431925265193,0,0,0,26.7636953983191,3.2661279993104,0,0,0,0.441894105126,0,0,0,28.651720280366,0,0,0,0,0,0,0,0,0,0.416235194413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.378715804311,0,0,0,0.00265679787516,0,1.88141852979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22818300411599,0,0,0
"2775","4-21-87-15-NE",0,0,19.64440481564,1.881000753976,0,0,0,39.90763086642,1.14176816795,0,0,0,0,0,0,0,0.0418385840156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67817345325858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018892954213247,0,0,0
"2776","4-21-87-15-NW",0,0,0.662675083495,5.221332045355,0,0,2.35387817537405,34.804318089736,13.110941635655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411874598343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4012082791766,0,0,0
"2777","4-21-87-15-SE",0,0,3.468464313213,4.701372396714,0,0,9.10708407453,4.45192045016859,16.958967040767,0,0,0,0,0,0,0,15.6651681116,0,0,0,0,0,0.0322147829388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.03318369067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16839890594,0,0,0,0,0,0,0,0,0.99971308809511,0,0,0
"2778","4-21-87-15-SW",0,0,8.321857367004,0,1.005385102657,0,8.46226588486069,12.791035889951,1.47800325218,0,0,0,0.67775998153,0,0,0,6.24647453052,0,0,0,0,0,0.3662790769468,0,0,0,1.46691935822876,0,0.1549426291281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1066125589474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.1084353894112,0,0,0,0,0,0,0,0,0.543137161876995,0,0,0
"2779","4-21-87-16-NE",0,0,0,0,0,0,0,53.733668779173,3.52295670638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.431174078792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.86812411138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260995898779,0,0,0.171697013323
"2780","4-21-87-16-NW",0,0,1.43671627136,0,0,0,3.828054613077,42.9088877387533,1.667253741113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.725917805465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382862400319,0,0,0
"2781","4-21-87-16-SE",0,0,0,0,0.0856753534738,0,0.0506406867405,35.12842798985,14.213958264131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1341149189225,0,0,0,0.936339753399,0,0.75057779415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0390556954215,0,0,0,0,0,0.9778726817248,0,0,0,0,0,0,0,0,7.6747131239772,0,0,0,0,0,0,0,0,0.2669697200711,0,0,0
"2782","4-21-87-16-SW",0,0,0.03053452875657,0,0,0,27.268975595931,11.832063368254,12.707402459978,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000604678267498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.958796976311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470824760868,0,0,0,0,0,0,0,0,0.29902073483422,0,0,0
"2783","4-21-87-17-NE",0,0,6.68675512035,0,0,0,9.83382884436,10.06550423757,13.4718504386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7381692908641,10.1361033839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3856319167754,0,0,0
"2784","4-21-87-17-NW",0,0,0,0,0,0,0,9.42485056768,10.7550388199643,0,0,0,0,0,0,0,1.58804870586584,0,0,0,0,0,0,0,0,0,0,0,0.17581207051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5422299902,3.420281880602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2785","4-21-87-17-SE",0,0,11.81077508052,0,0,0,16.675813509597,4.316490535966,5.54299781640006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.347778311486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55720074015032,0,0,0
"2786","4-21-87-17-SW",0,0,7.618906229313,0.641555501213,0,0,28.335468765312,0,20.8430011864011,0,0,0,0,0,0,0,9.26952698970966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3312951478098,0,0,0
"2787","4-21-87-18-NE",0,0,0.928161289195,0,0,0,1.54174718474,14.50008921184,9.2937663805777,0,0,0,0,0,0,0,4.698921605115,0.320560356708,0,0,0,0,0,0,7.371487668042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.72164173797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5166040619357,0,0,0
"2788","4-21-87-18-NW",0,0,0.0361870286036,0,0,0,10.5535758585,19.92822132867,14.80122711111,0,0,0,0,0,0,0,1.219407447828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74700110604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.64726045901247,0,0,0
"2789","4-21-87-18-SE",0,0,2.46437870233,0.562183698836,0,0,23.15626662865,1.52685842863,34.2958625105366,0,0,0,0,0,0,0,2.908179033389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.80864187354706,0,0,0
"2790","4-21-87-18-SW",0,0,2.03438863862,1.943659487452,0,0,31.04733684387,8.27152179107,0,0,0,0,0,0,0,0,18.5430285959052,0,0,0,0,0,0,0,0,0,2.4363657707437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.976639828468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98339132417971,0,0,0
"2791","4-21-87-19-NE",0,0,0,0,0,0,39.146564020087,9.27532536724,6.982033775227,0,0,0,0,0,0,0,0,4.972702888213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49781349653,0,0,0,0,0.832662379832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.72299712105276,0,0,0
"2792","4-21-87-19-NW",0,0,0,0,0,0,3.3699970717,24.2825939251371,4.760558841711,0,0,0,0,0,0,0,10.188168959656,10.653150412707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.963420290041,0,0,0,0,0.152087768649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81673047759208,0,0,0
"2793","4-21-87-19-SE",0,0,8.347750664862,0,0,0,18.684438790625,7.42392135444344,8.914269898281,0,0,0,0,0,0,0,0,12.869779215981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.460653338985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74679402594625,0,0,0
"2794","4-21-87-19-SW",0,0,11.762611443151,0,0,0,10.23465634643,17.5362519763952,1.69155746498,0,0,0,0,0,0,0,2.006707958412,1.381794781366,0,0,0,0,0,0,0,0,0,0,0,1.62144154724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.871308896301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323633527815,0,0,0
"2795","4-21-87-2-NE",0,0,0,7.7570367756,0.852911517599,0,0,0,0,0,0,0,4.41486460811,0,0,0,0,0,0,0,0,0,0.77267476589182,0,5.28706421331,6.8710278049,7.05018877953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1882485580754,0,0,0,0,0,0,0,0,9.19444742854,0,0,0,26.3548700324673,0.154665361058,0,0,0,0,0,0,0,0,0,0,0
"2796","4-21-87-2-NW",0,0,0,7.888906847119,6.772035763918,0,0,2.5076047325,0,0,0,0,3.067328891703,0,0,0,0,0.0196315044629,0,0,0,0,0.521022927521338,0,0.4287412417851,0.0787636797602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8295640793,0,0,0,4.07022153095,0,0,0,0,0,0,0,0,0,33.4889805645345,0,0,0,0,0,0,0,0,0,0,0,0
"2797","4-21-87-2-SE",0,0,0,0,0,0,0,0,0,0,0,3.591912759586,17.6163607476168,0,0,0,0,2.875737529039,0,0,0,0,0,0,0,17.26654769516,10.191707703797,0,0,0,1.30350529779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109929665198,0,0,0,5.161046268076,0,0,0,0,6.47386371969,0,0,0,6.47386385469,0,0,0,0,0,0,0,0,0,0,0,0
"2798","4-21-87-2-SW",0,0,0,0,0.0691031744658,0,0,12.914636845625,0,0,0,0.262051575144,0.273602868072,0,0,0,5.9277906152798,7.9739341136115,0,0,0,0,0.00067314365029,0,0,0.996657167135,15.969523959588,0,0,0,3.1264173209772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.627587084829,7.04327402802,0,0.015318159233115,1.57819746717,0.333993343953,0,0,0,0,0,0,2.950604951973,0,0,3.1042149893794,0,0,0,0,0,0,0,0,0,0,0,0
"2799","4-21-87-20-NE",0,0,0,0,0,0,30.957606979,7.92391962862,5.32019407069,0,0,0,0,0,0,0,1.6755200555532,10.8976734165,0,0,0,0,0,0,0,0,0,0,0,0.00731720551782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.987029472862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16513791713148,0,0,0
"2800","4-21-87-20-NW",0,0,8.75080000826,0,0,0,17.3942520037944,19.82441533117,1.800225773636,0,0,0,0,0,0,0,0.288018699395,2.86511932275,0,0,0,0,0,0,0,0,0,0,0,0.731333898521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29569802212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7396952772269,0,0,0.0413899731697
"2801","4-21-87-20-SE",0,0,0,0,0,0,23.6890266333,16.23997683913,13.86985231326,0,0,0,0,0,0,0,3.721701040133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418958789655,0,0,0
