"","QSLinkID","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC60","DeciduousCC80","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC60","MixedwoodCC80","NA.","Pine100","Pine120","Pine140","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC20","PineCC40","PineCC60","PineCC80","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC60","WhiteSpruceCC80","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"2602","4-13-92-6-SE",0,35.4076553768314,0,0,0,0,0,1.52411738497,0,0,5.39210487338225,0,0,0,0,0.405412885193,0,0,0,0,0.995181452628,0,0,0,0,0,0,0,0,0,0,13.1954871974958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52411738498,0,0,0,0,0,0,0,0,0.4799976071156,0,0
"2603","4-13-92-6-SW",0,48.285005759212,0,0,0,0,0,0,0,7.726971658554,10.1049506112373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.632276181739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7960603270751,0,0
"2604","4-13-92-7-NE",6.78018230547,10.59420945169,7.55395814882,0,0,0,0,9.50744406862,0,0,7.442994656111,0,0,0,0,0,0,0,0.196225762813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.526400207593,0,0.672700003879,3.09752830614,0,0,0,0,0,0,0,12.60497237475,0,0,0,0,0,0,0,0,0.030562664756,0,0
"2605","4-13-92-7-NW",0,8.31188710854,10.36390934632,0,0,0,0,3.67627334262,0,7.491204844388,17.4105189348095,0,0,0,0,0,0,0,0,0,5.14136300602,0,0.0963257919397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.583867741089,0,0,0,0,0,0,0,0,0,0,0,6.308357847262,0,0,0,0,0,0,0,0,0,0,0
"2606","4-13-92-7-SE",0.315718805677,3.821460142324,0.00586981676556,0,0,0,0,0,0,0,7.1192633845031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97170991799,5.093792173905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33828175887,10.7282996843,0,17.44461650881,1.14911763443,0,0,0,0,0,0,0,6.24290979272,0,0,0,0,0,0,0,0,0.0840531781036,0,0
"2607","4-13-92-7-SW",6.72801679935,7.798548479,23.16220133015,0,0,0,0,1.10321280561,0,1.44715580605,6.1619238750772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.93527421068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10321280561,0,0,0,0,0,0,0,0,0,0,0
"2608","4-13-92-8-NE",1.66038596987,7.74037118245,29.174869520868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.570939821854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.884430404791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09321466722033,0,0
"2609","4-13-92-8-NW",0,0,8.350666595525,0,0,0,0,0.2075802268781,0,0,0,0,0,0,0,0,0,0,4.169439987709,0,0,0,0,0,0,0,7.9707695089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.88897535768,0,0,0.515829430345,0,0,0,0,0,0,0,0,0.2075802268682,0,0,0,0,0,0,0,0,0.3857020065619,0,0
"2610","4-13-92-8-SE",0.391344064515,33.492071994281,14.20529540887,0,0,0,0,0,0,0,0.914222360313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147459587343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162312886836,0,0,0,0,0,0,0,0,0.147459587247,0,0,0,0,0,0,0,0,0.675520061294361,0,1.00011172039
"2611","4-13-92-8-SW",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.897087199289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.857795479968,0,0,5.502316271319,0,0,0,0,0,0,0,0,4.897087227783,0,0,0,0,0,0,0,0,0.111253602031,0,0
"2612","4-13-92-9-NE",0,32.1920978815,28.0063911459818,0,0,0,0,0,0,0,4.21899657272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2613","4-13-92-9-NW",7.684544099283,26.5533432745426,26.1064140359807,0,0,0,0,0,0,0,6.09560079881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321826436831,0,0
"2614","4-13-92-9-SE",0,11.968652624603,6.885365073848,0,0,0,0,0,0,0,0.427104903169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.244275725367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2821484642095,0,0
"2615","4-13-92-9-SW",0,4.2455761364257,16.8435337151749,0,0,0,0,0,0,0,2.67273291046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84300539946,2.38963983746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.548856894679575,0,0
"2616","4-13-93-1-NE",1.44522151647,0,0,0,0,0,0,4.46781666635,0,16.463108939206,20.992874935283,0,0,0,0,6.89064437171,0,0,0,0,0,2.14294807048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11158934159,0,0,0,0,3.5885925257,0,0,0,0,0,0,0,0,1.08017802011922,0,4.430312583169
"2617","4-13-93-1-NW",2.63502356321597,3.42748333747,0,0,0,0,15.95030086731,0,0,18.63407209695,3.992215202953,0,0,0,0,12.6152954248,0,0,0,0,0,0,0,0,0,0,1.018048024789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.515328947341429,0,2.6181535721741
"2618","4-13-93-1-SE",0,0,0,0,0,0,0,29.069768694246,0,8.53237528339779,19.1692581758884,0.0517434308456265,1.21842824082,0,0,5.49563544488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330419692272,0,27.992351346405,0,0,0,0,0,0,0,0,0.43892768757394,0,4.350921025798
"2619","4-13-93-1-SW",20.7971246112562,0,0,0,0,0,0,28.6438197575149,0,10.98516684973,0,0.0304743977995,0,0,0,5.26813572713,0,0,0,0,0,0,0,0,0,0,1.231882657188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274434895046,0,26.330050370144,0,0,0,0,0,0,0,0,0.111158120940651,0,2.817202027546
"2620","4-13-93-10-NE",0.4132167951651,1.09220593445,0.299772992615,0,0,0,11.294417925547,0.215401231736,0,3.312761587612,0.0905731267351,0,0,41.4037168963679,0,0,0,0,0,0,0,0,0,1.64007748981,1.86833918521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0995615748559,0,0,0,0,0,0,0,0,0.00472889137333,0,1.0507052618141
"2621","4-13-93-10-NW",3.299084468958,2.949485729059,0,0,0,0,20.84032122029,0,0,11.6423463552058,1.45421515385,0,0,19.7619734179128,0,0,0,0,0,0,0,0,0,0,4.53988789694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.533204536579,0,0,0,0,0,0,0,25.835065851443,0,0,0,0,0,0,0,0,0.138903592419,0,0
"2622","4-13-93-10-SE",4.5663151107,0.44729272738,3.13048302522,0,0,0,0,0,0,11.523803649562,19.87051129657,0,0,16.672822667739,0,6.42609110313,0,0,0,0,0.0837071635458,0,0,0,1.94164070546,0,0,0,0,0,0.0211273782965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.103151245884,0,0,0,0,0,0,0,0,0.214707862599,0,0.948463209428
"2623","4-13-93-10-SW",12.76070849924,13.35235831916,0,0,0,0,0,0,0,4.4354219621026,0,0,0,28.798362553087,0,0.84104070568,0,0,0,0,0,0.485145540955,0,0,0.425254229977,0,0,0,0,0,4.7054829088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.223616783066,0,0,0,0,0,0,0,0,0.133903855411,0,0
"2624","4-13-93-11-NE",5.067674180866,2.57989359956,0,0,0,0,0,0,0,0,0.15486469269872,0,0,36.380084456663,0,5.018844725562,0,0,0,0,0,0,0,0,7.19631166207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17921209921,0,0,0,0,0,0,0,0,0,0,42.082041413165,0.179215012036,0,0,0,0,0,0,0,0.176798889766915,0,2.110199039206
"2625","4-13-93-11-NW",7.420262294401,0,0.482381317441,0,0,0,3.743226266683,0,0,0,9.254803849336,0,0,35.9036562267403,0,0,0,0,0,0,0,0,0,4.1607201676,1.695829849455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.1844726155416,0,0,0,0,0,0,0,0,0.241944413946487,0,3.91697619712054
"2626","4-13-93-11-SE",0.822520481653,8.433786103908,1.65577769729,0,0,0,10.759569594011,0,0,13.6186395726,0,0,0,6.0138335461355,0,12.48945180697,0,0,0,0,0,0,0,0,2.58142906117,0,1.1612986672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5952626073165,0,0,0,0,0,0,0,0,0.3866388278538,0,3.00017405123
"2627","4-13-93-11-SW",2.6863561294,3.8072860867941,0,0,0,0,0.398450380927,0.477545344369,0,4.337228670721,19.524571914241,0,0,25.0370811133,0,4.47788060215,0,0,4.21249702675,0,0.00333778379233,0,0,0,1.339431352773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.066488360572,0,0,0,0,0,0,0,0,0.00551559814197,0,1.0007916526562
"2628","4-13-93-12-NE",5.995708085918,0,0,0,0,0,0,30.2175265156065,0,0.764704873516,11.23346275532,2.60663500703,0,0,0,1.11933728343,0,0,0.517680471976,0,0,0,3.0551356342833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4447149276,0,0,0,0,0,0,0,0,0,29.2459428842412,0,0,0,0,0,0,0,0,0.454184575835592,0,3.516815336268
"2629","4-13-93-12-NW",8.4934931468208,0,0,0,0,0,0,2.1876409438206,0,0.240931307248,10.1117165248577,9.74363118513,0,12.11512656307,0,0.00100775154225,0,0,0,0,0,0,0,0,5.952117778936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.248614420919,0.841484333097,0,0,0,0,0,0,0,0,0,19.2548359951041,0,0,0,0,0,0,0,0,0.1622634141804,0,2.00009771862
"2630","4-13-93-12-SE",0.289058256345,0,0,0,0,0,0,22.57918819948,0,6.915285829936,2.8630393611,0,0,0,0,0,0,0,19.95232004077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.9303246031,0,0,0,0,0,0,0,0,0,39.59751719449,0,0,0,0,0,0,0,0,0.11993669273539,0,4.192581979975
"2631","4-13-93-12-SW",6.132518674723,0,0,0,0,0,13.04740791923,6.52371163359,0,14.517291266228,0,0,0,8.8506720727413,0,6.197964203004,0,0,0,0,0,0,0,0,0,0,1.19356672274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.579165287606,0,0,0,0,0,0,0,0,0,14.0241226980477,0,0,0,0,0,0,0,0,0.37672629270059,0,5.451931004463
"2632","4-13-93-13-NE",3.111572009355,0,5.46623892766,0,0,0,0,0.306171074454,0,3.709782373993,0,0,0,17.33787425419,0,0,0,0,0,0,5.76989220751,0,0,0,5.84853565635,0,0,0,0,0,0,15.1384298599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.226771724915,0,0,0,0,0,0,0,0,0,23.431523082538,0,0,0,0,0,0,0,0,0.79046977715942,0,2.1794874517296
"2633","4-13-93-13-NW",0.366590422188036,0.828620087441,0,0,0,0,4.17877278253,0.04709615047981,0,0.17004770956978,15.535570365858,5.40850358285,0,15.451875698086,0,0,0,0,0,0,0.492315013729,0,0,5.6218749573193,2.8870572494614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42041429696,0,0,0,0,0,0,0,0,0,23.7793795957983,0,0,0,0,0,0,0,0,0.38620805323103,0,2.978351222889
"2634","4-13-93-13-SE",36.553801515149,3.799383643024,0,0,0,0,0,1.12821646049,0,8.95801192303612,1.810393213507,0,4.1113219387252,2.45379575125e-05,0,3.58052696767,0,0,0,0,0.213919376723,0,2.032773415478,0,0,0,0,0,0,0,0,0.077042780678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.11972060704651,0,0,0,0,0,0,0,0,1.42390824180673,0,2.8910076050936
"2635","4-13-93-13-SW",4.807764131239,0.772188905307,0,0,0,0,0.333488771891,1.45892206814,0,1.84328111268,41.5403950463217,2.05347707995,0,6.77184045655,0,0,0,0,0,0,3.70153295034,0,0,0,0.25967801388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.488699268451,0,0,0,0,0,0,0,0,0,0,8.481487197022,0,0,0,0,0,0,0,0,0.583956924952765,0,2.795026110969
"2636","4-13-93-14-NE",0.00410206120088,0.607957069763,0.26755031896,0,0,0,0,0.0410560949451,0,0,1.5535454228,0,0,43.0884208313835,0,0,0,0,0,0,0,0,0,6.740939142759,9.23075611721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.6499506261457,0,0,0,0,0,0,0,0,0.0303397275725,0,1.4595481965728
"2637","4-13-93-14-NW",0.0163182596238,0,0.926445264,0,0,0,0,0,0,0,2.4179127569428,0.134689703095,0,54.2025587693417,0,0,0,0,0,0,0,0,0,0,7.690823148962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.1389769957201,0,0,0,0,0,0,0,0,0.01996768389205,0,7.033374999015
"2638","4-13-93-14-SE",12.0416441468603,9.9077532036,0.157325211773,0,0,0,0,0.639129368419,0,0,3.8677392466795,0,0,15.46360119985,0,0,0,0,0,0,0.404866613873,0,0,0,15.892192291188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.433834042516,0,0,0,0,0,0,0,0,0.06288532696661,0,1.766207215432
"2639","4-13-93-14-SW",6.6272950834955,6.37517191917,3.95709273179124,0,0,0,0.911015764649,4.889663864187,0,0,8.526922121291,0,0,20.4722611185597,0,0,0,0,0,0,2.8124866386154,0,0,9.37073931182495,1.21938381398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.406482080738,0,0,0,0,0,0,0,0,0.2052558128339,0,2.91923522815911
"2640","4-13-93-15-NE",0,0,0,0,0,0,0,0,3.6497781047541,0.50338865521,9.849481340604,4.177073707,0,41.3974632977264,0,0,0,0,0,0,0,0,0,5.06791274452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.9933129243458,0,0,0,0,0,0,0,0,0.1487364953262,0,3.12194285672829
"2641","4-13-93-15-NW",0,0,0,0,0,0,0,0,26.9690825153,8.347271682265,3.5558780918836,18.726402710178,0,4.06051726252,0,0,0,0,0,0,0,0,0,2.046665108653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.555219744282,0,0,0,0,0,0,0,0,0,0,33.076264886495,0,0,0,0,0,0,0,0,0.3745556043609,0,1.00008881109
"2642","4-13-93-15-SE",0.801440702272,2.64175934182,0,0,0,0,0.0110669460442,7.218279978926,0,4.116846657304,7.939616047448,6.41658571718,0,24.247845550785,0,0,0,0,0,0,1.298229623287,3.90219072109,0,3.50941402056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.692095752665,0,0,0,0,0,0,0,0,0.1122654202632,0,3.00022956081
"2643","4-13-93-15-SW",4.12675054333617,0,0,0,0,0,2.2667636937459,0,0.697670118346,24.2791514119899,20.873006802578,0,0,12.5823607700317,0,0,0,0,0,0,1.4518147478,0.0692354727782,0,1.58413288072545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.8641637691396,0,0,0,0,0,0,0,0,0.4746354679309,0,0
"2644","4-13-93-16-NE",0,0,0,0,0,0,0,0,0,25.28095417877,11.760010289037,8.20339257002,0,3.144900112824,0,0,0,0,0,0,0,1.07230986388,0,10.33582176401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417078711763,0,0,4.4285245819097,0,0,0,0,0,0,0,17.9092464587531,0,0,0,0,0,0,0,0,0.291481717983,0,0
"2645","4-13-93-16-NW",0,0,0,0,0,0,0,0,0,18.182287433851,1.21696306874,0,0,33.5844505390082,0,0,0,0,0,0,0,0,0,13.2566974431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193118120289,0,0,0,0,0,0,0,46.8361150701921,0,0,0,0,0,0,0,0,0.3388394794687,0,1.00010602687
"2646","4-13-93-16-SE",0,0,0,0,0,0,0,0.04644066109,0,10.1314982100306,25.70372130091,10.354197221926,0,5.080579765392,0,0,0,0,0,0,0,1.6952913531,0,8.799903238063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.02872169473,0,0,0.4318843649712,0,0,0,0,17.9556453592628,0,0,0,0,0,0,0,0,0.34854263572106,0,0
"2647","4-13-93-16-SW",0,0,0,0,0,0,0,0,0,6.284846362529,5.524092334925,2.1752046299162,0,45.2900420658084,0,0,0,0,0,0,0,0,0,5.473101579464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.7631436451946,0,0,0,0,0,0,0,0,0.0207358470758,0,0
"2648","4-13-93-17-NE",0,0,0,0,0,0,0,0,0,20.79063312019,2.712680380288,0,0,37.4358630849891,0,0,0,0,0,0,0,0,0,0,0.341925821761,0,2.83154948158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.6467604059902,0.215127624611,0,0,0,0,0,0,0,0.32557220858623,0,1.0001167848
"2649","4-13-93-17-NW",0,0,0,0,0,0,0,0,0,6.1420485629647,20.009142582839,0,0,28.1464129157415,0,0,0,0,0,0,0,0,0,0.932807380379,11.027752207275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.936992771125,0.169979732276,0,0,0,0,0,0,0,0.23559990977469,0,0
"2650","4-13-93-17-SE",0,0,0,0,0,0,0,0,0,0,0.872627848788,8.272511605427,0,54.5758115630286,0,0,0,0,0,0,0,0,0,2.193840167121,0.0750028831888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.8446546133189,0,0,0,0,0,0,0,0,0,0,0
"2651","4-13-93-17-SW",0,0,0,0,0,0,0,0,0,3.7394613144094,6.96822636572698,0,0,27.2452690547782,0,0,0,0,0,0,0,0,0,0,25.108841403056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8660524491564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.2201629069542,0,0,0,0,0,0,0,0,0,0,0
"2652","4-13-93-18-NE",0,6.99727224297,6.26013481561,0,0,0,0,5.13571570351,0,22.06818821316,0,0,0,13.82458612272,0,0,0,0,0,0,0,0,0,5.06287206582,0,0,0,0,0,0,4.21514753076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.70764474279,0,0,0,0,0,0,0,0,0.73055573626966,0,1.00013361433
"2653","4-13-93-18-NW",11.032836827946,18.710692567537,11.555197617364,0,0,0,0,0,0,6.330584550831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.33875578948,3.5730435441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97441339288445,0,0
"2654","4-13-93-18-SE",0,0,0,0,0,0,0,0,0,45.801317995566,0,0,0,9.11377462872,0,0,0,0,0,0,1.1265161585,0,0,0,0,0,0,0,0,0,8.072856821484,0,0,0,0,0,0,2.048349895561,0,0.10629775751983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2684222818004,0,0,0,0,0,0,0,0,0.36563236618964,0,0
"2655","4-13-93-18-SW",2.73997485601,1.2372264699905,0,0,0,0,0,0,0,41.7322162372585,0,0,0,0,0,0,0,0,0,0,2.98703258656,0,0,0,0,0,0,0,0,0,14.7544086899102,2.63107041559,0,0,0,0,0,0,0,1.838778652156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.838778652152,0,0,0,0,0,0,0,0,0.227257408435,0,0
"2656","4-13-93-19-NE",28.7617111805198,0,11.56930295073,0,0,0,1.16161547818,2.92954595265,0,7.613147483331,0.904441037127,0,0,0,0,0,0,0,0,0,3.866389393519,0,0,0,0,0,0.0749200997323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58243147332608,0,0,0,0,0,0,0,8.51197742599605,0,0,0,0,0,0,0,0,0.5177146593017,0,0
"2657","4-13-93-19-NW",1.7142698759313,2.2067306904419,1.09787525692,0,0,0,7.326258365564,0,0,20.8994362163874,8.10646077643,0.475990592406,0.828731659409,0,0,0,0,0,0,0,9.14902848628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.577505905623,0,0,6.368040531343,5.622021725976,0,0,0,0,0,0,0,7.028259291051,0,0,0,0,0,0,0,0,0.343326415122,0,0
"2658","4-13-93-19-SE",1.396643405125,0,10.31690097268,0,0,0,2.94402864036,28.8987680021,0,4.59580794058,0,0,4.01976623056,0,0,0,0,0,0,0,0,0,0,1.14266905991,0,0,0,0,0,0,0.700932383527,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36564144666,0,0,5.953023056595,0,0,0,0,0,0,0,39.014091951961,0,0,0,0,0,0,0,0,0.0412645752731,0,1.00013439713
"2659","4-13-93-19-SW",3.83222690892466,1.092934627603,12.37555184037,0,0,0,4.99513809556246,0,0,11.7133455894226,4.66038744787,0,2.96652360413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9395818678857,0,0,12.970672981779,0,0,0,0,0,0,0,15.93719658591,0,0,0,0,0,0,0,0,0.222932040388,0,0
"2660","4-13-93-2-NE",41.39910857275,1.65300328403,0,0,0,0,2.272319786394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.023666091097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0751426153253,0,0
"2661","4-13-93-2-NW",28.8026591790277,11.306957102748,0,0,0,0,7.52442266624,1.08078027707,0,0.3171582099402,0,0,0,0,0,0,0,0,0,0,2.365402846323,0,0,0,0.02472289249983,0,3.780820184484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10550316955446,0,0,0,0,0,0,0,0,0,0,0
"2662","4-13-93-2-SE",32.6053481897281,0,0,0,0,0,8.87237115727578,0.00360443503287,0,4.300062663363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7508527047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00360443503288,0,0,0,0,0,0,0,0,0.2775034183047,0,1.886731602473
"2663","4-13-93-2-SW",42.2104457854516,4.83106910151244,0,0,0,0,2.29849171013238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08322462177453,0,0.3203059964231
"2664","4-13-93-20-NE",1.90550754393,0,3.316292989931,0,0,0,0,7.014501600323,0,9.92410720923,0,0,3.48087643966,0,0.494415154736,0.212242495696,0,0,0,0,1.69886731439,0,0,0,0,0,0,0,0,0,0,1.09130944771,2.10540885624,0,0,0,0,0,0,0,0,0,1.26398897297,0,3.98267509948,3.74099246685,0,11.118442387093,0,0,0,0,0,0,0,21.613820427145,0,0,0,0,0,0,0,0,0.33986770633562,0,0
"2665","4-13-93-20-NW",7.851170969026,0,0.1521290299874,0,0,0,0,8.88223845783923,0,9.935323206769,0,0,1.17988471748,0,0,4.79782768917,0,0,0,0,9.657627616028,0,0,0,0,0,1.477891491017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213202632683,1.91335579433,0,6.180769726755,0,0,0,0,0,0,0,16.242892902111,0,0,0,0,0,0,0,0,0.1369010969754,0,0.906434866555
"2666","4-13-93-20-SE",0,0,3.64411560974,0,0,0,0,15.88659759116,0,31.6481690641,0,0,4.24141296453147,0.836897497759,0,0,0,0,0,0,1.34265180951,0,0,0,0.496044699736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458719833653,0.587640608505,0,1.47283337835,0,0,0,0,0,0,0,22.9337861315352,0,0,0,0,0,0,0,0,0.67912608720356,0,0
"2667","4-13-93-20-SW",1.67493670729,1.568722168,1.037362413013,0,0,0,0,3.74724781084591,0,6.528485510826,0,0,10.802588371423,2.431216055206,0,1.63169431048522,0,0,0,0,1.92108894444,0,0,0.2177827612468,9.14582120203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.214585888948,0,0,5.03766979764,0,0,0,0,0,0,0,31.3823259983955,0,0,0,0,0,0,0,0,0.1106671562263,0,0
