"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC20","DeciduousCC40","DeciduousCC60","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC20","MixedwoodCC40","MixedwoodCC60","MixedwoodUP20","MixedwoodUP60","Pine100","Pine120","Pine140","Pine20","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC20","PineCC60","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC20","WhiteSpruceCC40","WhiteSpruceCC60","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Municipal..Water.and.Sewage.","Other.Disturbed.Vegetation","Peat.Mine","Pipeline","Reservoirs","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"42","4-20-77-19-NW",0,0,24.71737640929,0,0.367600806913,0,0,0,13.513312721967,0,0,3.107026152718,0,0,0,0,0,14.5344689143046,0,0,0,0,0,0,0,0,0,0,0,4.802270894101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.21174318903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494311224289,0,0
"43","4-20-77-19-SE",0,0,3.85191759488,4.89088290726,0.932073831851,0,0,0,0.39447143696388,0,0,2.64139821546,0,0,0,0,0,22.2569886117388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.797073333705,0,0,0,0,0,0,0,0,7.45790536066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482285670259,0,0
"44","4-20-77-19-SW",0,0,0,0,0,0,0,0,0,0,0,8.65654244273,2.62720278822,0,0,0,0,31.3392352899919,0,0,0,0,0,0,0,0,0,0,0,0.0372184399816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.740508263479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419203249691,0,0
"45","4-20-77-2-NE",0,0,12.2429991337,0.03275753662317,0,0,0,52.2738031802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713117015566,0,0
"46","4-20-77-2-NW",0,0,18.322769869911,37.34788412254,3.75795782192988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9674836601379,0,0
"47","4-20-77-2-SE",0,0,6.5883623737223,8.188957750949,0,0,0,47.4969432795454,0.9187789266023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465629813583,0,0
"48","4-20-77-2-SW",0,0,0.469973738135,37.4735376300902,13.607335952386,0,0,8.88866315169,3.199795861099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97454950214713,0,0
"49","4-20-77-20-NE",0,0,15.22033120197,1.1728517740932,6.538527922635,0,0,12.86072865947,18.2434698779323,0,0,0,0,0,0,0,0,0.674579303784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.464303271249,0,0,0,0,0,0.907271429504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5037131520351,0,0
"50","4-20-77-20-NW",0,0,13.0157437393,5.1862879409989,10.0739590492218,0,0,29.511511737201,8.466836919607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4943086448604,0,0
"51","4-20-77-20-SE",0,0,10.23862349854,5.7398012266917,3.48194672627,0,0,0.951312334232,10.860247403596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.436180044883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44162287110101,0,0
"52","4-20-77-20-SW",0,0,24.9954539515,2.7097136914529,1.9996803836774,0,0,6.52046339523,4.3204015927583,0,0,0,0,0,0,0,0,0.350616796095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42476093189,0,0,0,0,0,1.3740700805493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4994700509351,0,0
"53","4-20-77-21-NE",0,0,13.728180330283,30.865394639905,17.067023957006,0,0,0.748480435838,0.61580383138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134256399064,0,0,0,0,0,1.465350653619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5033585653552,0,1.00083287835
