"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC40","DeciduousCC60","DeciduousCC80","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC40","MixedwoodCC60","MixedwoodCC80","Pine100","Pine120","Pine140","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC20","PineCC40","PineCC80","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC60","WhiteSpruceCC80","Borrow.Pits.Dugouts.Sumps","Cutblock","Industrial.Site.Rural","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"44","5-1-84-19-SE",0,0,0,0,0.2101927156808,0,0,0,0,0,0,0,0,0,16.823387332719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.5622777364468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.3856650691549,0,0,0,0,0,0,0,0.0395608138948,0,0
"45","5-1-84-19-SW",0,0,0,0,20.5481827834,1.53776502591,0,0,0,0,0,0,0,0,19.92393930724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.3583084165576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.7400243629645,0,0,0,0,0,0,0,0.203836113144,0,0.0799888859255
"46","5-1-84-2-NE",0,0,0,37.156993194347,5.139664932197,0,0,0,0,0,0,0,3.732247145201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.001966415455,0,0,0,0,0,0,3.573051543638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.573051543629,0,0,0,0,0,0,0,0,0,0
"47","5-1-84-2-NW",0,0,0,0.3337023192581,27.947037126284,0,0,0,0,0.0420612743567,0,0.9817214940218,18.704479733383,0,0,0,0,0,0,0,0,0,0,0,3.65482509706,0,0,0,0,0,0,0,0,0,7.434835590726,0,0,0,0,0,0,0,0,0,0,0,0,1.699159675454,0,0,0,0,0,0,0,0,0.0420612743572,0,0,0,0,0,0,0,0.4226901097804,0,0
"48","5-1-84-2-SE",0,0,0,30.251340329269,11.75917868345,0,0,0,0,0,0,0,10.34269612765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9338559753459,0,0,0,0,0,0,0.3851864719364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3851864753245,0,0,0,0,0,0,0,0.80897282934026,0,0
"49","5-1-84-2-SW",0,0,0,6.4796637001767,8.7953693037096,0,0,0,0,0,0,0,22.0531076826952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.782920956184,0,0,0,0,0,0,4.09326179851,0,0,0,0,0,16.5413484580063,0,0,0,0,0,0,0,0,4.09326366949,0,0,0,0,0,0,0,0.516551423763913,0,0.0539949811672154
"50","5-1-84-20-NE",0,0,7.4328805115,21.333034214808,2.023556159992,0,0,0,0,0,0,0,9.68844872986171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.30698608217,0,0,0,0,0,13.87583525728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.8758352573,0,0,0,0,0,0,0,0.257638602066404,0,0
"51","5-1-84-20-NW",0,0,1.764816801978,8.19172949562607,5.92583817428201,0,0,0,0,0,0,0,0,0,2.372467766461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.64694029087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.016915741019,0,0,0,0,0,0,0,0.1804642145325,0,0.00249166412619705
"52","5-1-84-20-SE",0,0,4.7572099389,18.347067299065,0.730472192169,0,0,0,0,0,0,0,6.68510825214888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.006317376047,0,0,0,0,0,6.88636580988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.88636580986,0,0,0,0,0,0,0,0.0928939927507,0,0
"53","5-1-84-20-SW",0,0,2.0480317020054,8.64427245849,0.861674815572,0,0,0,0,0,0,0,4.58829978415,0,0.4150243843818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4150243843671,0,0,0,0,0,0,0,0.228316198314,0,0
