"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC0","DeciduousCC10","DeciduousCC20","DeciduousCC40","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC0","MixedwoodCC10","MixedwoodCC20","MixedwoodCC40","MixedwoodUP0","MixedwoodUP10","MixedwoodUP40","Pine0","Pine100","Pine120","Pine140","Pine20","Pine40","Pine60","Pine80","PineCC40","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC0","WhiteSpruceCC10","WhiteSpruceCC20","WhiteSpruceCC40","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Municipal..Water.and.Sewage.","Other.Disturbed.Vegetation","Peat.Mine","Pipeline","Reservoirs","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"11","4-20-77-11-SE",0,0,30.3093638314,0.6082025729253,0,0,11.8809599132,0,21.8040330724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12","4-20-77-11-SW",0,0,33.28006349191,15.29913160123,0,0,0,0,9.33205140973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2639471567932,0,0
"13","4-20-77-12-NE",0,0,48.675213274584,2.47408202681,0.896467480264,0,4.88307562646,0.239140233133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2265791414011,0,0,0,0,0,0.469878566951,0,0.197485801473
"14","4-20-77-12-NW",0,0,27.5294081999034,3.448289226142,0,0,0,32.40862167378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430974227979,0,0,0,0,0,0.6037841819575,0,0
"15","4-20-77-12-SE",0,0,60.1182580527,3.77774571822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339328425407,0,0,0,0,0,0,0,0
"16","4-20-77-12-SW",0,0,48.30923357191,8.31609112545,0,0,0,7.25853171961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450066817047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.415817978986,0,0,0,0,0,0,0,0
"17","4-20-77-13-NE",0,0,33.00841790667,6.805116219085,0,0,0,5.37743855631,15.85451990465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630486137325,0,0,0,0,0,0.3749384161228,0,0
"18","4-20-77-13-NW",0,0,32.6349536307128,5.446618883579,0,0,0,0,17.170773437529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674003216593,0,0,0,0,0,0,0,0
"19","4-20-77-13-SE",0,0,46.4139821484923,0.224726463574,0.376686729372,0,0,2.725736889507,2.32161752923,0,0,0.213022304444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1547615425928,0,0,0,0,0,0.0679034783166,0,0
"20","4-20-77-13-SW",0,0,32.7600412782527,3.6258930184189,0,0,0,0.585584364256,20.462624394588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.69549477702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5882769503361,0,0,0,0,0,0.23220768469563,0,0
"21","4-20-77-14-NE",0,0,7.291125505421,0,10.3981624286,0,0,0,7.1952639014574,0,0,0,0,0,0,0,0,3.231896335466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.605798468796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0939810307965,0,0
"22","4-20-77-14-NW",0,0,21.694619825152,0,7.82690596694,0,0,3.803222817421,16.0041729136,0,0,0,0,0,0,0,0,2.834188206275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311160052588,0,0,0,0,0,0.05891465599763,0,0.33615850066
"23","4-20-77-14-SE",0,0,16.430620587194,6.852816288511,0.624366444767,0,0,0,11.139326340749,0,0,0,0,0,0,0,0,0.837634044306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3475086819422,0,0
"24","4-20-77-14-SW",0,0,25.0131085886681,0,2.9037472737815,0,0,16.015145544643,7.6638940724818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3291868619798,0,0
"25","4-20-77-15-NE",0,0,6.03965876934196,0,45.7131765875,0,0,1.13936305301,0.463628737627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287947931739,0,0
"26","4-20-77-15-NW",0,0,10.553975801449,1.60521324849,13.8839585127293,0,0,21.3283485177529,5.36106664526085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0055349102241,0,0,0,0,0,0.559063151495,0,0
"27","4-20-77-15-SE",0,0,18.3187220866982,0,4.258666353697,0,11.2897727804,4.289190037887,0.620925275255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124121604504,0,0
"28","4-20-77-15-SW",0,0,6.878800604166,0,2.119096038787,0,0,15.541401829837,29.5589577402149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146540306656,0,0,0,0,0,0.2678441311272,0,0.358925512174
"29","4-20-77-16-NE",0,0,0,0,0,0,7.39674683041,37.794974254628,3.45709770169,0,0,0,0,0,0,0,2.29840578075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942686292674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441184192256,0,0
"30","4-20-77-16-NW",0,0,0,0,0,0,8.212707644374,37.291899819296,0.6418941006902,0,0,0,0,0,0,0,3.3518713544273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.570218082471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4624343916227,0,0
"31","4-20-77-16-SE",0,0,0,0,0,0,7.08970520357,18.576896888338,19.567123177445,0,0,0,0,0,0,0,5.127900335103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.018456736353,0.176669137645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21787941632422,0,0.285510553057
"32","4-20-77-16-SW",0,0,5.428626274146,0.0237593541596,0,0,19.8713335742771,25.1968246025832,5.350770558717,0,0,0,0,0,0,0,6.46790508473399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0359315810287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2832882994022,0,0
"33","4-20-77-17-NE",0,0,0.2808565994,0,0,0,3.77010891511,56.572562685136,4.033348234095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.26227617018e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482400653988,0,0
"34","4-20-77-17-NW",0,0,14.5289618849,1.89760640254,5.018644481891,0,0,23.0412247038613,0,0,0,0,0,0,0,0,10.7827950317784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.710337357513,0,0,0,0,0,0.1882441508045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6824866755825,0,0
"35","4-20-77-17-SE",0,0,1.071762300144,6.000626137259,0,0,0.649457373172,49.9380624497519,1.44674338255,0,0,0,0,0,0,0,1.14697323519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.032194574357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321674414495,0,0
"36","4-20-77-17-SW",0,0,10.491474027,26.1007507954978,2.082495314613,0,0,7.301629061179,2.64519400567,0,0,0,0,0,0,0,7.73034609891682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5961213817158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3297070123749,0,0
"37","4-20-77-18-NE",0,0,0,0,0.319519730397,0,0,10.2531882932042,0,0,0,0,0,0,0,0,41.8476479074127,0,0,0,0,0,0,0,0,0,0,0,0,5.58254695718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3521828272542,0,0,0,0,0,0.828899817826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02361246227833,0,1.094468432794
"38","4-20-77-18-NW",0,0,0,0,0,0,0,0.313921833634,0,0,0,0,0,0,0,0,65.5382178246472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4307244666848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"39","4-20-77-18-SE",0,0,0,0,0.369381137356,0,0,17.024082951473,0,0,0,0,0,0,0,0,36.8788914795188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.322197103761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599904192123,0,0
"40","4-20-77-18-SW",0,0,0,0,0,0,0,2.76037781456,0,0,0,0,0,0,0,0,59.7430378217114,4.00255520593292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1306264868114,0,0
"41","4-20-77-19-NE",0,0,5.191230755992,20.44826641727,4.93674025069,0,6.74342117721,0,0.193851913994,0,0,0,0,0,0,0,1.163482826953,0.038171807481,0,0,0,0,0,0,0,0,0,0,0,9.90400586109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.740817541664,10.9014609089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48222947091,0,0
"42","4-20-77-19-NW",0,0,0,0,0.367600806913,0,0,13.513312721967,24.71737640929,0,0,0,0,0,0,0,14.5344689143046,3.107026152718,0,0,0,0,0,0,0,0,0,0,0,4.802270894101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.21174318903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494311224289,0,0
"43","4-20-77-19-SE",0,0,4.89088290726,0.932073831851,0,0,0,0.39447143696388,3.85191759488,0,0,0,0,0,0,0,22.2569886117388,2.64139821546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.797073333705,0,0,0,0,0,6.100870188266,1.357035172394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.482285670259,0,0
"44","4-20-77-19-SW",0,0,0,0,0,0,0,0,0,0,0,2.62720278822,0,0,0,0,31.3392352899919,8.65654244273,0,0,0,0,0,0,0,0,0,0,0,0.0372184399816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.690441018039,12.05006724544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.419203249691,0,0
"45","4-20-77-2-NE",0,0,0.03275753662317,0,0,0,52.2738031802,0,12.2429991337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713117015566,0,0
"46","4-20-77-2-NW",0,0,37.34788412254,0.38899148858388,3.368966333346,0,0,0,18.322769869911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9674836601379,0,0
"47","4-20-77-2-SE",0,0,8.188957750949,0,0,0,47.4969432795454,0.9187789266023,6.5883623737223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.465629813583,0,0
"48","4-20-77-2-SW",0,0,37.4735376300902,13.607335952386,0,0,8.88866315169,3.199795861099,0.469973738135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97454950214713,0,0
"49","4-20-77-20-NE",0,0,1.1728517740932,0.145032505535,6.3934954171,0,12.86072865947,18.2434698779323,15.22033120197,0,0,0,0,0,0,0,0.674579303784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907271429504,5.464303271249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5037131520351,0,0
"50","4-20-77-20-NW",0,0,5.1862879409989,10.0739590492218,0,0,29.511511737201,8.466836919607,13.0157437393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4943086448604,0,0
"51","4-20-77-20-SE",0,0,5.7398012266917,3.48194672627,0,0,0.951312334232,10.860247403596,10.23862349854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.436180044883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44162287110101,0,0
"52","4-20-77-20-SW",0,0,2.7097136914529,1.9996803836774,0,0,6.52046339523,4.3204015927583,24.9954539515,0,0,0,0,0,0,0,0.350616796095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3740700805493,3.42476093189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4994700509351,0,0
"53","4-20-77-21-NE",0,0,30.865394639905,0,17.067023957006,0,0.748480435838,0.61580383138,13.728180330283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.465350653619,0.134256399064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5033585653552,0,1.00083287835
"54","4-20-77-21-NW",0,0,3.8268802895741,3.73856854023,37.672622093967,0,2.444172419884,0.0474894006534,11.2803509711173,0,0,0,0,0,0,0,0.2204911481392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3958263923304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7563340698285,0,0
"55","4-20-77-21-SE",0,0,1.451831155516,0,0,0,10.75982768689,34.228001683947,10.116662766431,0,0,0,0,0,0,0,0.968511291158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.37185469133,0.739856169693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.583428001647,0,0
"56","4-20-77-21-SW",0,0,1.0833340898674,0,0,0,0,21.8669898198235,2.302191758664,0,0,0,0,0,0,0,0.80929208197346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.101016236145,2.11009375554038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565695242914,0,0
"57","4-20-77-22-NE",0,0,7.53515035378,23.855068298625,28.12947471787,0,0,3.48461561155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71759108295615,0,0
"58","4-20-77-22-NW",0,0,9.82300360662,4.135332996054,15.554531902997,0,0,22.8619433265,12.643000254152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206802528244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93136162568,0,0,0,0,0,0.766963978515268,0,0
"59","4-20-77-22-SE",0,0,21.8152889144463,0,25.74933862217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.876197846281,0,0,0,0,0,0.1925158235272,0,0.309173561925
"60","4-20-77-22-SW",0,0,35.0527269270951,2.79632553919,0,0,16.04010322641,10.5288862779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.692282654196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9443388101627,0,0,0,0,0,0.4582144498704,0,0
"61","4-20-77-23-NE",0,0,0,0,64.5100597807199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101923337912,0,0,0,0,0,0.4498974655915,0,1.00079482094
"62","4-20-77-23-NW",0,0,0,0,64.978705173226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.25987135731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7786243525856,0,0
