"","QSLinkID","BlackSpruce0","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC10","DeciduousCC20","DeciduousCC40","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC10","MixedwoodCC20","MixedwoodCC40","Pine100","Pine120","Pine140","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC20","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC10","WhiteSpruceCC20","WhiteSpruceCC40","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"1","5-1-89-33-NE",0,0,0,0,0,0,0,5.51046614295e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.04575123145e-06,0,0
"2","5-1-90-1-NE",0,0,5.8886430961408,0,0,0,0,41.012144954441,0,0,0,0,0,0,0,0,2.08964467051,0,0,0,0.41286636344,0,2.69802252584,0,0,0,0,0,0,0,6.05398342318,0,0,0,0,0,0,0,0,0,0,4.87333458798644,0,0,0,0,1.4852923267442,0,0,0,0,0,0,0,0,6.0539832579,0,0,0,0,0,0,0,0,1.83773075982058,0,0
"3","5-1-90-1-NW",0,0,0,0,0,0,0,8.91613023394,0,0,0,0,1.70957528129,0,0,0,15.0667760807247,0,0,0,0,0,33.9062264139782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.538001943749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.83552217446505,0,0
"4","5-1-90-1-SE",0,0,14.040275209703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09006536386,0,0,0,0,0,0,0,0,0,16.90907119358,0,0,0,0,0,0,0,0,0,0,13.148508829101,0,0,2.3218927017348,1.65494668987819,6.462001941014,0,0,0,0,0,0,0,0,16.90907159886,0,0,0,0,0,0,0,0,1.203357820011,0,0
"5","5-1-90-1-SW",0.9241565217325,0,0,9.4308173915103,0,0,0,0,0,0,0,0.3068985510112,0,0,0,0,0.00266009334968,0,0,0,4.55774746185,0,16.45176280972,0,0,0,0,1.52676368997,0,0,4.91179218474,0,0,0,0,0,0,0,0,0,0,17.8251430855695,0,0,0,0,1.80916502638003,0,0,0,0,5.027007563678,0,0,0,10.8629573783168,0,0,0,0,0,0,0,0,1.97345748020452,0,0
"6","5-1-90-10-NE",0,2.621882730965,0,0,0,0,0,0,0,0,0,0.07081756011,0,0,0,0,24.9516550672,0,0,0,1.5592018251,0,0,0,0,8.45434501615293,0,3.1278925161,0,0,2.88631557701,0,0,0,0,0,0,0,0,0,0,0.228708213113,0,0,0,0,0,0,0,0,0,6.76603858166,0,0,0,9.65235409783,0,0,0,0,0,0,0,0,0.85786345530778,0,0
"7","5-1-90-10-NW",0,0.995789812558,0,0,0,0,0,9.397858855435,0,0,0,8.724304585417,0,0,0,0,19.398737364205,0,0,0,7.84259715944,0,0,0,0,1.07231029298,0,0,0,0,0,0,0,0,0,0,0.0178490610444,3.86557163514,0,0,0,1.85467376591,0,0,0,2.85443533874,0,0,1.78105815779,0,0,0.615794348775,0,0,0,0.615794350738,0,0,0,0,0,0,0,0,1.27692439117562,0,0
"8","5-1-90-10-SE",0,2.916964942184,0,0,0,0,1.26522150269,10.883851260303,0,0,0,0,0,0,0,3.32828269981,17.950698228109,0,0,0,0.602270594178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20379641313,15.17071513929,0,0,0,2.24710598491,0,0,0,0,0,0,1.33369696704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454871015198,0,0
"9","5-1-90-10-SW",0,25.3824513921053,6.25263842802,0,0,0,0.134108454269,0.69905488588258,0,0,0,0,0,0,0,1.16653342804,0.00564264302154,0,0,0,0,0,0,0,0,0,0,2.39315627921,0,0,0,0,0,0,0,0,20.4544334365,2.29438408624,0,0,0,0.403159882926,0,0,0,1.103976176235,0,0,2.911720237537,0,0,0.0273189057198,0,0,0,0.0273189054079,0,0,0,0,0,0,0,0,0.57570193019376,0,0
"10","5-1-90-11-NE",0,0,32.01506329683,4.92558227732,0,0,0,0,0,0,0,0,0,0,0,0.307613323022,4.48919353583,0,0,0,0,0,8.55807368804,0,0,0,0,0,12.61556013951,0,0,0,0,0,0,0,0,0,0,0,0,1.575650665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481281877469,0,0
"11","5-1-90-11-NW",0,0,5.670659097626,0,0,0,0,0,0,0,0,2.23568643175,0,0,0,0,13.859688462705,0,0,0,4.4151718695683,0,0,0,0,0.106610178475264,0,0.90712437984,27.1888561319606,0,0,0,0,0,0,0,0,0,0,0,0,3.61826822234,0,0,0,0,0,0,0,3.8119643913396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9153232941474,0,0
"12","5-1-90-11-SE",0,2.96620536387,0,0,0,0,0,0,0,0,0,0,0.204368146283,0,0,11.9744417866,31.43824859453,0,0,0,4.37141066962,0,5.1272865340529,0,0,0,0,0,1.54237390875,0,0,0,0,0,0,0,0,0,0,0,0,6.87874025778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48882721299105,0,0
"13","5-1-90-11-SW",0,8.38726537296,0,2.21475923892,0,0,0,6.857141238285,0,0,0,0,5.27347298486,0,0,0.198421463719777,27.019173719939,0,0,0,8.1242719733214,0,0,0,0,0,0,0,4.31267166277,0,0,0,0,0,0,0,0,0,0,0,0,3.73457198677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.09076569820907,0,0
"14","5-1-90-12-NE",0,22.34026884069,0.277537831721,0.17842019657,0,0,0,28.686365973266,0,0,1.4521368105,0,0,0,0,0,3.84223599542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.744293537244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481247526535,0,0
"15","5-1-90-12-NW",0,7.37850994597,33.02641998903,3.024396423528,0,0,0,18.021772957118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80903588927561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.623429002285,0,0,0,1.22237112809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81113395975988,0,0
"16","5-1-90-12-SE",0,17.74933860786,0,0,0,0,0,7.1399357534119,0,0,0,0,12.6364078432,0,0,0,5.84015332644,0,0,0,0,0,15.1365088812,0,0,0,0,0,0,0,0,0,0.414536997901,0,0,0,0,0,0,0,0,5.137376740735,0,0,0,0,0,0,0,0.444118526967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481350382303,0,0
"17","5-1-90-12-SW",0,2.52412495979,0.000243229425965,0,0,0,0,1.938512622205,0,0,0,0,4.343181603051,0,0,0,1.642697782678,0,0,0,0,0,48.522037145058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7024455600069,0,0,0,1.44811147492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8131345079103,0,0
"18","5-1-90-13-NE",0,3.369407989832,0,0,0,0,0,1.10355280487,0,0,0.615168449465,0,0,1.83330439939,0,18.1782239759,19.3455558199,0,1.60057167376,0,0,0,0,2.21811197415,0,0,0,0,3.793338951486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.898517825836,0,0,4.34144129547,0,0,0,0,0,0,1.60057130412,0,0,0,0,0,0,0,0,0.954813247488,0,0
"19","5-1-90-13-NW",0,0.00125900875233,3.604163877307,0,0,0,0,42.835552429701,0,0,0,1.38532978178,0,2.524229033547,0,3.027566798711,3.94639158566,0,4.9462115952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00253039947,0,0,0,0,0,0,4.94621158693,0,0,0,0,0,0,0,0,0.913611653419504,0,0
"20","5-1-90-13-SE",0,19.41682176755,0,2.47913193714,0,0,0,12.3006711893531,0,0,21.297616131576,0,0,0,0,0,0.387770120744,0,0,0,10.19662968347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02471032973,0,0
"21","5-1-90-13-SW",0,16.540027330616,0,0.7423598526606,0,0,0,26.366255722338,0,0,0,0,0,0,0,0,14.387121284221,0,0,0,9.16783253134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24311913103099,0,0
"22","5-1-90-14-NE",0,0,3.50122512382,4.09573375085,0,0,0,47.55328536337,0,0,0,0,0,0,0,2.902494948134,2.23769387387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.163243227262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48115133728,0,0
