"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC40","DeciduousCC60","DeciduousCC80","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC40","MixedwoodCC60","MixedwoodCC80","MixedwoodUP80","Pine100","Pine120","Pine140","Pine40","Pine80","PineCC0","PineCC10","PineCC20","PineCC40","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruceCC40","WhiteSpruceCC60","WhiteSpruceCC80","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Peat.Mine","Pipeline","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"514","4-15-70-31-NW",0,0,0,32.5687455773563,12.0844164398855,0,0,0,0,0,1.86580069899,0,0.111013650474,0,0,1.0254431864096,0,0,0,0,0,0,1.684117177051,0,0,0,0,0,0,0,0,0,0,0,1.3526990519,4.12663397689,2.7231685973484,0,0,0.00353251014213,0,2.7545441195,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33343759698744,0,0,0,0,0,0,0,0,0,0
"515","4-15-70-31-SE",0,0,0.0415429660299,8.73617775613189,21.3675976246957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.07286625429,0,0,0,0,0.0452656319199,16.2691060615806,0,0,0,0,0,0,0,0,0,0,0,0,0,16.3143716935509,0,0,0,0,0,0,0,0.485555097879171,0,0
"516","4-15-70-31-SW",0,0,0,25.18535402674,4.62236232127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.519499850734,0.561235488758,0,0,0,2.271542915738,14.379660649732,0,0,0,0,0,0,0,0,0,0,0,0,0,16.65120356549,0,0,0,0,0,0,0,0.2550557986751,0,0
"517","4-15-70-32-NE",0,3.42288999781,0.0634018690706,18.6227961196667,11.2833188461192,0,0,0,0,0.682826568745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.22134593953,0,0,0,2.35828825977,1.21811268894295,0,0,0,8.36760109861,0,1.78563088673,0,0,0,0,0,0,0,0.00250197590288,0,0,0,0,16.4827964784394,0,0,0,0,0,0,0,0.1612526691277,0,0
"518","4-15-70-32-NW",0,0,1.68851092796,8.940497452355,0,0,0,0,0,8.14401257934016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.64103374142,0,0,0,0,14.5693257039873,2.345319045589,0.007781347932199,2.2200913723251,0,0,0,0,0,0,0,0,0,0,0,25.0664386899559,0,0,0,0.00100169906694,0,0,0,0.17111270184,0,0
"519","4-15-70-32-SE",0,0,0,23.4306917913402,3.5964364258144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.65281735234,0,0,0,1.98896162771,0.4058745395007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3948361672069,0,0,0,0,0,0,0,0.48138185465668,0,0
"520","4-15-70-32-SW",0,0,1.34803138296,35.7770228093219,6.339640304233,0,0,0,0,0,0,0,0.0341768883098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.930658074634,1.623422437911,0,0,0,0,0,0,0,0,0,0,0,0,0,3.554080512555,0,0,0,0,0,0,0,0.50277983551907,0,0
"521","4-15-70-33-NE",0,0,0,1.8650883053,37.9752340398134,0,0,0,0,2.03526946567768,7.17432104672,0,0.282117476425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.509772368903,0,0,0,1.85111498463166,0,0,0,0,0,0,0,9.20803856076805,0,0,0,0,0,0,0,0.58196968988707,0,0.467500225066
"522","4-15-70-33-NW",0,0,2.022029445228,1.2586623032572,7.90380297642299,0,0,0,0,2.589276351057,7.72568869439,0,15.9543812549841,0,8.75301740046,0.01141010729,0,0,1.86219323141415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602435795434,0,0,0,0.673709241306,0,0,0,0.75148213623,0,0,0,0.54381211193937,0,0,0,0,0,0,0,21.6152950154127,0,0,0,0,0,0,0,0.0838026359828,0,0
"523","4-15-70-33-SE",0,0,0,0,35.1972998817544,0,0,0,0,2.78413255105,0,0,1.61485232043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.5861717418,0,0,0,0,7.81326113415,0,0,1.53351936396,0,0,0,0,0,0,0,0,0,0,0,10.59739368526,0,0,0,0,0,0,0,0.99951485980784,0,0
"524","4-15-70-33-SW",0,0,0,0.463106625627,8.66689594536,0,0,0,0,2.59890114488,0.172271236022,0,20.5996241522,0,1.06176492644,0,0,0,0,0,0,0,0,0,1.12762590115,0,0,0,0,0,0,0,0,0,0,8.6243417339263,0.940586801334,0,0,0.8191333889631,0.697299237476,0,1.55539288489,0,0,0,0,0,0,0,0,0,0,0,0,6.9047628186843,0,0,0,0,0,0,0,0.214321564997,0,0
"525","4-15-70-34-NE",0,0,0,0.04597032501123,1.77868888378714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00577640056079,0,0
"526","4-15-70-34-NW",0,0,0,4.4822169340286,25.8228751217906,0,0,0,0,0,0,1.73473809313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08067005286298,0,0
"527","4-15-70-34-SE",0,0,0,15.05493163549,8.89652905249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3031634686349,0,0
"528","4-15-70-34-SW",0,0,0,2.92608427427,8.1091613986914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"529","4-15-70-35-NE",0,0,0,4.13377627441,36.7420438657015,0,0,0,0,0,0,0,0,0,0,0,0,0,7.95219860676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.68779428885,0,0,0,0,0,0,0,0,7.95219856584,0,0,0,0,0,0,0,0.196707516508,0,0
"530","4-15-70-35-NW",0,0,0,0,40.471716244501,0,0,0,0,0,0,0,0.00546193783598,0,0.161978161173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161978161179,0,0,0,0,0,0,0,0.6679118002,0,0
"531","4-15-70-35-SE",0,0,0,1.399446251232,45.4684148352416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.81302198042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735221559693,0,0
"532","4-15-70-35-SW",0,0,0,6.148631138357,55.363442744685,0,0,0,0,0,0,0,0.0183450123887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10874154797622,0,0.242842070921
"533","4-15-70-36-NE",0,0,0,0,11.032484777899,0,0,0,0,0.0299084201151,42.327960486834,0,0,0,0.504530633858,0.358194089156,0,0,0,0,0,0,0,0,4.97792229889,0,0,0,0,0,1.70910791468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300619171329,0,1.505692532643,0,0,0,0,0,0,0,44.929701544499,0,0,0,0,0,0,0,0.2965903277887,0,0
"534","4-15-70-36-NW",0,0,0,0,10.8750183630847,0,0,0,0,0.0207622724521,4.694925817928,0,0,0.79500100031,0.91571216164,6.65584764334,0,0,8.62437436442,0,0,0,0,0,0,11.5773061842,0,0,0,0,12.6254690454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00731423836748,2.90531611579,0,0,0,0,0,0,0,33.5370912989754,0,0,0,0,0,0,0,0.3757497017718,0,0
"535","4-15-70-36-SE",0,0,0,0,3.9221963343366,0,0,0,0,0,9.296330668449,0,9.314048274621,1.96457074011,18.53279216417,0,0,1.72115490969,0,0,0,0,0,2.94986158411,0,0,3.45959816807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181979519619,0.711323755962,0,0,0,2.462603210054,0,0,0,0,0,0,0,28.011102352216,0,0,0,0,0,0,0,0.404626766826375,0,0
"536","4-15-70-36-SW",0,0,0,2.53245219815,29.941771741017,0,0,0,0,0,2.70378384777,0,5.83437882021,0,0,0,0,0,0.004654066422822,0,0,0,0,0,0,0,1.98408634439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.874879226677,0,0,0.2660847941754,4.943630720505,0,0,0,0,0,0,0,2.70843791908101,0,0,0,0,0,0,0,0.00681310446582,0,0
"537","4-15-71-1-NE",0,0,0,2.39800123416,0.838667003105973,0,0,0,0,0,0,0,31.21015916706,0,4.124973963525,0.001079735709138,0,0,14.857050567723,0,0,0,0,0,0,0,0,0,0,0,0.000487880534084,0,0,0,0,0,0,0,0,0,0.261888755047,0,0,0,0,0,0,1.902737413816,0,0,0,0,0,0,0,19.2444009606112,0,0,0,0,0,0,0,0.1661370973297,0,0
"538","4-15-71-1-NW",0,0,0,0,4.186129792124,0,0,0,0,0,0,6.73637057345,16.369333745158,8.109996190962,2.91967139862,0.00039173419252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4312488108649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85280924141,0,0,0,0,0,0,0,21.3509202014109,0,0,0,0,0,0,0,0.1335069213398,0,0.399126656056
"539","4-15-71-1-SE",0,0,0,0,21.3026176159075,0,0,0,0,9.9140075824265,0.0029320410311,0,18.37389627117,0,0.0317601941994,0,0,0,0.582357132001,0,0,0,0,0,0,1.34895289777,0,0,0,0,0.000485508354522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.65076829899,0,0.00231356229489,2.3511536225,0,0,0,0,12.8826960788634,0,0,0,0,0,0,0,0,0,0
"540","4-15-71-1-SW",0,0,0,0,47.7424200066253,0,0,0,0,0,0,0,6.1758595206951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.25739673912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.25739673492,0,0,0,0,0,0,0,0,0,0
"541","4-15-71-10-NE",0,0,0,4.69530928152,0,0,0,0,0,0,0,0,3.2509673435,0.343735496308,15.65839289345,10.3666392374644,0,0,0,0,0,0,0,0,4.597067462438,3.05214865777,0,0,0,0,0,0,0,0,0,2.500741748976,0,0,0,0,0,0,0,0,0,0,0,9.73456375333,0,0,0,0,0,0,0,26.0250317898169,0,0,0,0,0,0,0,0.2147237334146,0,0
"542","4-15-71-10-NW",0,0,0,1.14493160287,1.9527718722,0,0,0,0,0,0,0,1.4733392285273,0,52.137909258344,0,0,0,0,0,0,0,0,0,2.62007605905,0,0,0,0,0,0,0,0,0,0,0,0.0223228182422,0,0,0,0,1.41373460409,0,0,0,0,0,0.564039122097,0,0,0,0,0,0,0,53.551643862416,0,0,0,0,0,0,0,0,0,0
"543","4-15-71-10-SE",0,0,0,0,0,0,0,0,0,0,0,0,1.11343971308,33.7085182896,0.00240927526008,1.244287412575,0,0,0,0,0,0,0,0,0,4.87842197324,0,0,0,0,0,0.235914181967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.03748275201,0,0,0,0,0,0,0,1.48261086882121,0,0,0,0,0,0,0,1.04136513519902,0,0
"544","4-15-71-10-SW",0,0,0,0,0,0,0,0,0,0,0,0,18.883153737372,0,16.28039219998,8.17303696293,0,0,0,0,0,0,0,0,2.470982953983,0,0,0,0,0,0,2.29035612936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0984585457362,0,0.000263761199897,0,0,0,0,0,26.743785726222,0,0,0,0,0,0,0,0.0861299387408,0,0
"545","4-15-71-11-NE",0,0,0,0,0,0,0,0,0,11.5266816498,0,11.1402253254,0,0,3.54572660306,37.05728240112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66181185698,0,0,0,0,0,0,0,52.12969065393,0,0,0,0,0,0,0,0,0,0
"546","4-15-71-11-NW",0,0,0,20.438590024642,6.62597095347,0,0,0,0,12.5132346958,0,0,0,0,2.87672892747,11.3807034176835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.048436987357,0,0,0,0,0,0,0,0,0,0,0,0.3603187548375,0,0,0,0,0,0,0,26.7706670410536,0,0,0,0,0,0,0,0.0654770138292,0,0
"547","4-15-71-11-SE",0,0,0,0,0,0,0,0,0,0,0,0.26270916444,0,54.48517978519,0,1.275438552714,0,0,0,0,0,0,0,0,0,1.28586579372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50406082201,0,0,0,0,0,0,0,1.275438503424,0,0,0,0.344142674042,0,0,0,0,0,0
"548","4-15-71-11-SW",0,0,0,0.738465016031,0,0,0,0,0,0,0,0,6.03846392567,21.94290323757,0,24.5443859127178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.373505523354,0,0,0,0,0,0,0,24.5443865720376,0,0,0,0.906388772674,0,0,0,0.48599455717818,0,0
"549","4-15-71-12-NE",0,0,1.51211420253,10.5127081028938,14.029053138696,0,0,0,0,0,0,0,1.20039690457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.85463645955,0,5.65044063222,0.0284216875908,0,0,0,0,0.263402864327,0,0,0,0,0,0,0,13.5334987793604,0,0,0,0,0,0,0,0,0,0.194431127803
"550","4-15-71-12-NW",0,0,0,14.6951561428,3.6731124819587,0,0,0,0,10.6983529920005,0,4.16067300142,0,0.634822706367,0,7.032060346837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483239151383,0,1.45116398785,7.0142182845,0,0,0,0,6.999424929801,0,0,0,0,0,0,0,26.679034762494,0,0,0,0.03794875875416,0,0,0,0,0,0
"551","4-15-71-12-SE",0,0,12.982772589,8.027575551617,4.275936730397,0,0,0,0,0,0,0,11.45762695517,0.671085062841,2.39364470495,0.000198142753201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5977510205,0,0,0,0,0,0,0,0,0,4.388295592226,0.0166687403556,0,0,0,0,0,1.419116528067,0,0,0,0,0,0,0,19.3963600014398,0,0,0,0.100879365883,0,0,0,0.1618303745393,0,0.231323886777
"552","4-15-71-12-SW",0,0,0,6.72194310413,0,0,0,0,0,1.08180985555,0,0,6.14537087568,10.042259972122,0,6.19785798103012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.4101193196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.64113407119,0,0,0,0,0,0,0,26.689470218671,0,0,0,0.3265008265347,0,0,0,0.25278423901368,0,0
"553","4-15-71-13-NE",0,0,2.48659220777,10.646240513769,35.2658533888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"554","4-15-71-13-NW",0,0,2.286191840439,29.10820673696,25.548764349,0,0,0,0,8.80626803869,0,0,0,0,0.37649890448104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.18276694319959,0,0,0,0,0,0,0,0,0,0
"555","4-15-71-13-SE",0,0,6.02544106919,15.089608191847,20.1552761015098,0,0,0,0,0,0,0,3.6412223467339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1970814461113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1970814461072,0,0,0,0,0,0,0,0.3878491309703,0,0.524584722186
"556","4-15-71-13-SW",0,0,0,21.765219934679,15.452194970081,0,0,0,0,26.5859283861412,0,0,0.413301424245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.5859283861114,0,0,0,0,0,0,0,0.1550510625527,0,0.369493153474
"557","4-15-71-14-NE",0,0,18.338199997261,11.5698161031762,2.3771231162014,0,0,0,0,5.48298789843,0.853062633788,0,0,0,0.206496568489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.30474306412,0,0,0,0,0,16.84824036386,0,0,0,0,0,0,0,0,0,0,0,0,0,23.390785602301,0,0,0,0,0,0,0,0.2664969723245,0,0
"558","4-15-71-14-NW",0,0,4.20316906484,24.905980382164,23.967573013027,0,0,0,0,0.476565889118,0,0,0,0,0.367611989551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.57330223058,0,0,0,0,0,2.482700959869,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3268778398973,0,0,0,0,0,0,0,0.325799902827,0,0
"559","4-15-71-14-SE",0,0,0,0.524747639639,0.809375273271,0,0,0,0,35.85884797889,0.576621988903,0,4.557883385474,0,0,1.321112261109,0,0,0,0,0,0,0,0,2.22112709438,2.09652679302,0,0,0,0,0,0,0,0,0,2.64515518773,0,0,0,0,0,7.6198196093,1.1795964299642,0,0,0,0,0,0,0,0,0,0,0,0,46.5559982681278,0,0,0,0,0,0,0,0.0850974855481,0,0
"560","4-15-71-14-SW",0,0,0,23.99099876357,14.195613710699,0,0,0,0,1.159190852427,0,0,0,0,8.014892996317,2.06146751026154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8235553312631,0,0,0,0,0,1.08211110649,1.34468726971,0,0,0,0,0,0,0,0,0,0,0,0,13.6623496983934,0,0,0,0,0,0,0,0.24845379064174,0,0
"561","4-15-71-15-NE",0,0,7.28744349122,8.790300999842,2.29612223421,0,0,0,0,2.30776454518,0,0,7.11111210832,0,23.666597389,0.0726217084979,0,0,0,0,0,0,0,0,0.00874056406774,5.24812002858,0,0,0,0,0,0,0,0,0,0.810119337607,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93374704073,0,0,0,0,0,26.0469836426753,0,0,0,0,0,0,0,0.1754717464586,0,0
"562","4-15-71-15-NW",0,0,0,2.634384526955,1.14190237889,0,0,0,0,1.3631151364093,0,0,24.0544679857151,0,5.60532433311,0,0,0,0,0,0,0,0,0,21.011356175963,0.9066050630663,0,0,0,0,0,0,0.000796192811886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121493754566,2.61005108407,0.311236123434,0,0,0,0,0,6.96923569722465,0,0,0,0,0,0,0,0.1433664654827,0,0
"563","4-15-71-15-SE",0,0,0.248549612978,2.395618597259,11.166137192,0,0,0,0,0,0,0,1.285986490515,0,14.726673009574,7.2365025692371,0,0,0,0,0,0,0,0,4.87587252954,6.606906404635,0,0,0,0,0,0,0,0,0,3.8839049445797,0.269415815352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.963174668698,0,0,0,0,0,0,0,0.44994227730535,0,0
"564","4-15-71-15-SW",0,0,0,18.128320165974,17.0030673227089,0,0,0,0,1.56724142831112,0,0,11.0362448920287,0,0.699441940036,0,0,0,0,0,0,0,0,0,10.04790606701,0,0,0,0,0,0,0,1.27719607008e-05,0,0,0,3.484145548356,0,0,0,0,0.226637772351,3.331201621331,0,0,0,0,1.42598114563,0,0,0,0,0,0,0,5.8245354779608,0,0,0,0,0,0,0,0.83015917281484,0,0
"565","4-15-71-16-NE",0,0,0,18.878825794363,17.77371588561,0,0,0,0,5.850713408338,0,0,9.1960911497994,0,0,0,0,0,0,0,0,0,0,0,0.00895164577536,0.8286432198691,0,0,0,0,0,0,0,0,0,9.3431787831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.850713408351,0,0,0,0,0,0,0,0.0449084006041,0,0
"566","4-15-71-16-NW",0,0,0,19.281708831518,31.9064632664,0,0,0,1.268827140642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16583736621,0,0,0,0,0,0.175763328142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175763328159,0,0,0,0,0,0,0,0,0,0
"567","4-15-71-16-SE",0,0,0,24.27038108846,9.85077493897018,0,0,0,0,0.194732711223,0,0,16.612069151108,0,0,0,0,0,0,0,0,0,0,0,3.20968993033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.80327407221,3.124381341767,0,0,0,0,1.46021196257,0,0,0,0,0,0,0,7.122388125228,0,0,0,0,0,0,0,0.498934882152,0,0
"568","4-15-71-16-SW",0,0,0,42.3807293993251,8.306971710915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.40722600773,7.693488255163,0,0,0,0,0,0,0,0,0,0,0,0,17.100714262861,0,0,0,0,0,0,0,0.3536925063448,0,0
"569","4-15-71-17-NE",0,0,5.52482830789,12.77653265209,0.646412677666,0,0,0,0.458559621186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.652623694234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07854353616,0,0
"570","4-15-71-17-NW",0,0,14.167652159596,2.804085063441,16.958855188226,0,0,0,0,1.15495041474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.414017706115,0,0,0,1.97956289565,0,0,0.451583039376,0,0,0,0,0,0,0,0,0,0,0,0,3.586096349757,0,0,0,0,0,0,0,0.570064726175749,0,0
"571","4-15-71-17-SE",0,0,0,42.656519229403,0.0156195938341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815671116498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293195910341,0,0
"572","4-15-71-17-SW",0,0,0,16.938229253059,16.12642091359,0,0,0,0,0,12.0336615469969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469020803971,0,0,0,0,0,0,0,19.0905867615011,0,0,0,0.0378872567297,0,0,0.768474792429,0,0,0,0,0,0,2.149106430622,0,0,0,0,0,12.8400235962576,0,0,0,0,0,0,0,1.00825814673171,0,0
"573","4-15-71-18-NE",0,0,2.59998815126,0,15.3804244953102,0,0,0,0,0,2.77329490684,0,0,0,7.39000191765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05336353123,0,0,0,0,0.521552510763,0,1.49044264751,0.106279612288,0,0,0,0,0,0,0,0,0,0,0,12.175291982749,0,0,0,0,0,0,0,0.33968350265743,0,0
"574","4-15-71-18-NW",0,0,0,0.928405281532,8.032877532814,0,0,0,0,0,12.179522211981,0,0,0,2.87100371452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0707812765,0,0,0,0,0,0,0,0.000107944225896,0,0,15.05063484475,0,0,0,0,0,0,0,0.2843227338885,0,0
"575","4-15-71-18-SE",0,0,0,0,5.42945158172,0,0,0,0,0,31.563367161885,0,0,0,0,7.9009188721601,0,0,0,0,0,0,0,0,0,0,0,0.658474305567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563758001801,2.73382878439,0,0,0,0.572061385632,0,16.9401522487055,0,0,0,0,0,38.1524791148366,0,0,0,0,0,0,0,0.383518337901014,0,0
"576","4-15-71-18-SW",0,0,0,27.5613753905656,33.483262352915,0,0,0,0,0,0,0,0,0,0,3.4541711059105,0,0,0,0,0,0,0,0,0.0638449901512,0,0,0.020238088459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.421528043835,0,0,0,0,0,3.3819249782855,0,0,0,0.4506763909336,0,0,0,0.4376562335407,0,0.731508015325
"577","4-15-71-19-NE",0,0,0,8.750693884444,0,0,0,0,0,0,0,0,2.75477780755,0,0,44.85457955482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012953183577,0,0,0,0,0,0,0,0,0,0,0,0,1.784539010028,3.74454413347,0,0,0,0,0,44.85457955481,0,0,0,0,0,0,0,0,0,0
"578","4-15-71-19-NW",0,0,0,46.633214078871,3.735988293121,0,0,0,0,0,0,0,0,0,0,14.811612474153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00261860826909,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126838117133,0,0,0,0,0,14.811612474152,0,0,0,0.845086165077,0,0,0,0,0,0
"579","4-15-71-19-SE",0,0,0,7.000948511067,5.982927964439,0,0,0,0,0,0,0,6.152671787335,0,27.159709118647,7.37848559623,0,0,0,0,0,0,0,0,0,1.32708962254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25110371853,0,0,0,0,0,0,0,3.05028378651,1.54232289419,0,0,0,0,0,36.789298433416,0,0,0,0.170895845286,0,0,0,0.2059547825707,0,0.220213761906
"580","4-15-71-19-SW",0,0,0,16.0470406545247,1.09913729047,0,0,0,0,0,4.496950652498,0,0,0,11.5561650315,5.37042437197,0,0,0,0,0,0,0,0,0,3.67024703066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014045402072,0,0,0,1.56649319712,0,0,1.53007242611,0,0,0,0,0,0,0,21.424944596275,0,0,0,0.6130876627197,0,0,0,0.0524821562288,0,0
"581","4-15-71-2-NE",0,0.914542613803,0,0,14.6683945592674,0,0.601850924719,0,0,0,0,0,10.29196857119,14.66524910682,8.15422537597,0.0628121898093,0,0,0,0,0,0,0,0,0,2.037812938682,0,0,0,0,0,0,0,0,0,0.592525851324,0,0,0,0,0,0,2.452747513061,0,0,0,0,0,0,0,0,0,0,0,0,12.1861786173729,0,0,0,0,0,0,0,0.170858081455,0,0.173156643298
