"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC20","DeciduousCC40","DeciduousCC60","Larch40","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC20","MixedwoodCC40","MixedwoodCC60","MixedwoodUP20","MixedwoodUP40","MixedwoodUP60","Pine100","Pine120","Pine140","Pine20","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC20","PineCC40","PineCC60","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC20","WhiteSpruceCC40","WhiteSpruceCC60","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Other.Disturbed.Vegetation","Pipeline","Reservoirs","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Well.Site"
"2086","4-21-74-14-NW",0,0,0,0.262870970845,0,0,0,0.7738473499,39.084075264099,0,0,0,0,0,0,0,1.4167000842979,0,0,0,0,0,0,0,0,0,0,0,0,0,5.28368848988,0,0,0,0,0,0,0,0,0,0,0,13.17953930001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481416775505332,0
"2087","4-21-74-14-SE",0,0,4.543205828036,1.647548711797,8.44605036022467,0,0,22.7319485032927,0.507155419941,0,0,0,0,0,0,0,17.28233035767,0,0,0,0,0,0,0,0,0,0,0,0,0.663384665421,0,0,0,0,0,0,0,0,0,0,0,0,3.74085760753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8889996400112,0,0,0,0,0,0.5737715256342,0.292989647891
"2088","4-21-74-14-SW",0,0,8.752442795306,0,1.332098698732,0,0,13.2684282739022,6.94683143337,0,0,0,0.754995871021,0,0,0,17.6371702342556,0,0,0,0,0,0,0,0,0,0,0,0,0,0.574372328165,0,0,0,0,0,0,0,0,0,0,0,15.497510632303,0,0,0,0,0,0,0,0,0,0,0.3657537858897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75924592224959,0
"2089","4-21-74-15-NE",0,0,1.27628937068,9.13044856716,0.5854486001511,0,0,14.348220543228,15.903671306009,0,0,0,0,0,0,0,5.466727217871,0,0,0,0,0,0,0,0,0,0,0,0,0,1.189271186847,0,0,0,0,0,0,1.31844393287,0,0,0,9.13729697123,1.316468154297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.873988886739,0
"2090","4-21-74-15-NW",0,0,5.04002250709,1.885867172964,0,0,0,23.62451081398,2.78067916419,0,0,0,0,0,0,0,13.822510294098,0,0,0,0,0,0,0,0,0,0,0,0,1.6285224644,0,0,0,0,0,0,0,1.35691536367,0,0,0,0.136690419174,10.6603521858638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.17174996705e-05,0,0,0,0,0.4211791285622,0
"2091","4-21-74-15-SE",0,0,0,0,0,0,0,11.8568428664646,3.347100094769,0,0,0,0,0,0,1.29807366121,27.4124618613031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46586243921,18.19625364457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.838061706812613,1.00091314985
"2092","4-21-74-15-SW",0,0,0,1.17112643678,0,0,0,38.2790381290296,0,0,0,0,0,0,0,0,18.5677887208025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447567185703,0,4.46757050492,0,0,3.54968619663834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24271238090225,0
"2093","4-21-74-16-NE",0,0,0,0,0,0,0,17.0288974051,1.28082892061,0,0,0,0,0,0,0,23.062623910246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.838821533508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95105273212747,0
"2094","4-21-74-16-NW",0,0,0,0,4.46424423873,0,0,19.85795871074,0,0,0,0,0.866077217852,0,0,0,3.431999885646,0,0,0.0201363560684,0,0,0,0,0,0,0.16133249099218,0,0,0.0953582406896,0,0,0,0,0,0,0,0,0,0,0,0,1.85771093182,0,0,0,0,0,0,0,0,0,0,8.9185313466703,0,0,0,0,0,0,0,0,0,0.0201361978018,0,0,0,0,0,0,0,0,0,0.541040759814579,0.0472966234679
"2095","4-21-74-16-SE",0,0,0,0,0,0,0,59.68736522667,1.9525994421721,0,0,0,0,0,0,0,0.249713340053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.435798913598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15474468793829,0
"2096","4-21-74-16-SW",0,0,0,0,0,0,0,5.482329615248,0,0,0,0,16.0034921730028,0,0,0,9.39757382145904,0,0,0.5421211578879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.9904110343006,0,0,0,0,0,0,0,0,0,0.5421212913801,0,0,0,0,0,0,0,0,0,0.6267650515628,0
"2097","4-21-74-17-NE",0,0,12.433426562545,8.1903774732068,6.775245314938,0,0,11.3494464408,10.25981213995,0,0,0,0.604043398554,0,0,0,0,0,0,0,0,0,0,0,0,1.07708132867,1.550809001873,0,0,0,0.337602962831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4629817359589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20376165887279,0
