"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC40","DeciduousCC60","DeciduousCC80","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC40","MixedwoodCC60","MixedwoodCC80","Pine100","Pine120","Pine140","Pine80","PineCC0","PineCC10","PineCC20","PineCC40","PineCC60","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC40","WhiteSpruceCC60","WhiteSpruceCC80","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"11","5-1-90-11-NW",0,0,0,0,5.670659097626,0,0,0,0,0,0,0,0,0,16.095374894404,0,0,0,0,0,0,0,0,0.907124379835,27.1888561319606,0,0,4.4151718696127,0.106610178475264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8119643913107,0,0,3.61826822231,0,0,0,0,0,0,0,16.095374894417,0,0,0,0,0,0,0,0,0.7142012615839,0,0
"12","5-1-90-11-SE",0,0,0,0,2.96620536386,0,0,0,0,0,0,11.9744417866,10.1126905322,0.204368146283,21.32555806233,0,0,0,0,0,0,0,0,0,1.54237390872,5.1272865341233,0,4.37141066962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.87874025777,0,0,0,0,0,0,0,21.32555806234,0,0,0,0,0,0,0,0,0.29595342125805,0,0
"13","5-1-90-11-SW",0,0,0,6.857141238261,10.60202461187,0,0,0,0,0,0,0.198416452064,3.1088360258,5.27347298486,23.9103427057638,0,0,0,0,0,0,0,0,0,4.31267166277,0,0,8.1242719733301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.73457198679,0,0,0,0,0,0,0,23.9103427057548,0,0,0,0,0,0,0,0,0.461895649937,0,0
"14","5-1-90-12-NE",0,0,0,28.686365973266,22.796226868981,0,0,0,0,0,0,0,3.84223599542,1.4521368105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.744293537244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481247526535,0,0
"15","5-1-90-12-NW",0,0,0,18.021772957118,43.429326358528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.80903588927561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22237112809,0,1.623429002285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81113395975988,0,0
"16","5-1-90-12-SE",0,0,0,7.1399357534119,17.74933860786,0,0,0,0,0,0,0,5.84015332644,12.6364078432,0,0,0,0,0,0,0,0,0,0,0,15.1365088812,0,0,0,0,0,0,0,0,0,0.414536997901,0,0,0,0,0,0,0,0,0,0.444118526967,0,0,5.137376740735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481350382303,0,0
"17","5-1-90-12-SW",0,0,0,1.938512622205,2.52436818921597,0,0,0,0,0,0,0,0,1.271953243751,4.713926141941,0,0,0,0,0,0,0,0,0,0,48.522037145137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44811147492,0,5.7024455600069,0,0,0,0,0,0,0,4.713926141955,0,0,0,0,0,0,0,0,0.7464589137199,0,0
"18","5-1-90-13-NE",0,0,0,1.10355280487,3.369407989845,0,0,0,0,7.98864353566,0,18.17822397594,11.3569122842,0.615168449465,0,0,1.83330439939,0,0,1.60057167376,0,0,0,0,3.793338951486,2.21811197415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34144129547,0,0.898517825836,0,0,0,0,0,0,0,0,0,9.58921483977,0,0,0,0,0,0,0,0,0.716404845637,0,0
"19","5-1-90-13-NW",0,0,0,42.835552429691,3.60542288605933,0,0,0,0,1.51825490788,0,3.027566798691,2.42813667777,1.38532978178,0,0,2.524229033537,0,0,4.9462115952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00253039947,0,0,0,0,0,0,0,0,0,0,0,6.4644664948,0,0,0,0,0,0,0,0,0.913611653419504,0,0
"20","5-1-90-13-SE",0,0,0,12.3006711893531,21.8959537047,0,0,0,0,0.387770120744,0,0,0,21.297616131576,0,0,0,0,0,0,0,0,0,0,0,0,0,10.19662968347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38777012076,0,0,0,0,0,0,0,0,1.02471032973,0,0
"21","5-1-90-13-SW",0,0,0,26.366255722338,17.2823871832766,0,0,0,0,0,0,0,14.387121284221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.16783253134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24311913103099,0,0
"22","5-1-90-14-NE",0,0,0,47.55328536347,7.59695887467,0,0,0,0,0.86578765641,0,2.0367072917,2.23769387387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.163243227256,0,0,0,0,0,0,0,0,0,0,0,0.865787656403,0,0,0,0,0,0,0,0,0.48115133728,0,0
"23","5-1-90-14-NW",0,0,1.96188535183,22.254485772182,8.45047724797544,0,0,0,0,2.75792817545,0,13.8806053825459,0,0,0,0,1.836815271542,0,0,0.0687004645215,0,0,0,0,0,0,0,3.989481047223,0,0,0,0.943116380222,0,0,0.620414206545,0,0,0,0,0,0,0,0,0,4.063800233368,0,0,0,0,0,0,0,0,0,0,0,3.7697450247093,0,0,0,0,0,0,0,0,0.6576166945054,0,0
"24","5-1-90-14-SE",0,0,0,4.13011992406,52.9298533287853,0,0,0,0,4.08203723803,0,0,3.7174488738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.08203723803,0,0,0,0,0,0,0,0,0.75050840013843,0,0.559138711766
"25","5-1-90-14-SW",0,0,0,0.504764238141,38.964581877682,0,0,0,0,0,0,1.219501832803,0,0,0.11848797501531,0,0,0,0,0,0,0,0,0,0,0,0,6.277039222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.733399467525,0,0,0,0,0,0,0,0.11848797501614,0,0,0,0,0,0,0,0,0.7391236597472,0,0
"26","5-1-90-15-NE",0,0,0,3.12085245388,28.59486161331,0,0,0,0,0,0,8.795190538433,14.936312534778,0,0.00101368289078,0,0,0,0,0,0,0,0,0,0,0,0,2.96167771600178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3775160874097,0,0,0,0,0,0,0,0,0,0,0,0.00101368289078,0,0,0,0,0,0,0,0,0.8180474951867,0,0
"27","5-1-90-15-NW",0,0,0,0,10.7866812516326,0,0,0,0,0,0,0,0.3837251942809,2.29724579494,16.82215471598,0,0,0,0,0,0,0,0,2.668570377247,0,0,0,0.289474868156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03282002507,0,0,0,4.859122701413,0,0,0,0,0,0,0,16.82215471598,0,0,0,0,0,0,0,0,0.42882494506583,0,0
"28","5-1-90-15-SE",0,0,0,7.766627757215,0.206570183136,0,0,0,0,0,0,13.2470409742573,2.6258254130185,3.72837405386,19.445597554245,0,0,0,0,0,0,0,0,0,0,0,0,3.103960041126,1.71458702569598,0,0,0.878820647809,0,0,0,0,0,0,0,0,0,0,0,0,1.266389727752,0,0,0,2.59166760739,0,0,0,0,0,0,0,20.324418203755,0,0,0,0,0,0,0,0,0.48371012374115,0,0
"29","5-1-90-15-SW",0,0,0,6.2458343709648,26.666467833948,0,0,0,0,0,0,0,0.853813113924,0,31.522662133694,0,0,0,0,0,0,0,0,0,0,0,0,0.701018660481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.522662133651,0,0,0,0,0,0,0,0,0.91692869928052,0,0
"30","5-1-90-16-NE",0,0,0,5.692932420213,0.0242070694092,0,0,0,0,0,0,1.4577122357,0,0,21.97842416918,0,0,0,0,0,0,0,0,2.810043102265,0,0.3850023032485,5.799426007623,5.09313611544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6313660272239,0,0,0,0,0,0,0,21.978424169181,0,0,0,0,0,0,0,0,0.3697477371022,0,0
"31","5-1-90-16-NW",0,0,0,6.233101198343,12.6512405653,0,0,0,0,0,0,4.74827032185,2.9777634785635,0,8.161974053059,0,0,0,0,0,0,0,0,0,0,0.102230709821,11.54570809419,2.6425830031956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722157396923,0,0,0,0,0,0,0,8.161974053048,0,0,0,0,0,0,0,0,0.4134946828757,0,0
"32","5-1-90-16-SE",0,0,0,16.207990409205,0.070512504466,0,0,0,0,0,0,0,5.680231842186,0,38.37795219286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11279594682,0.875240391204,0,0,0,0,0,0,0,38.37795219283,0,0,0,0,0,0,0,0,0.4396084254461,0,0
"33","5-1-90-16-SW",0,0,0,19.6026510617111,7.448419249825,0,0,0,0,2.012665348684,0,0,13.582806391472,0,15.7414723899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887663544653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157554205055546,0,8.094635995883,0.022995997991,0,0,0,0,0,0,18.641801283229,0,0,0,0,0,0,0,0,1.5503618046999,0,0
"34","5-1-90-17-NE",0,0,0,0.674807884946,0,0,0,0,0,0,0,1.67990673869,36.9494105316888,2.155682503399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37733160463,0,13.7702385612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.779480181265,0,0
"35","5-1-90-17-NW",0,0,0,2.46933081001,0,0,0,0,0,1.16649143555,0,0,52.200992413334,0.395295876387,2.704692950089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87118438563,0,0,0,0,0,0,0,0,0.6223029824767,0,0
"36","5-1-90-17-SE",0,0,0,4.8557251653347,0,0,0,0,0,1.76289566302,0,1.743651521848,12.569288843774,0,0.630417384003,0,0,0,0,0,0,0,0,0,0,0,0,17.766214163651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.71703554385,0,17.768142741612,0,0,0,0,0,0,0,2.393313047018,0,0,0,0,0,0,0,0,1.8178074756744,0,0
"37","5-1-90-17-SW",0,0,0,2.38099452301,0,0,0,0,0,0,0,1.46136113007488,42.296520984481,0,11.462767973269,0,0,0,0,0,0,0,0,0,0,0,0,1.64267476315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8456921318,0,0,0,0,0,0,0,11.46276797338,0,0,0,0,0,0,0,0,1.2224457862631,0,0
"38","5-1-90-18-NE",0,0,0,0,0,0,0,0,0,0,0,0,49.399903396976,1.45458748359,8.92507309287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.92507309289,0,0,0,0,0,0,0,0,0.8227700466594,0,0
"39","5-1-90-18-NW",0,0,0,3.09403926321,0,0,0,0,0,0,0,0,48.725790651639,0.24373765085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.924144909466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.41927595710147,0,0
"40","5-1-90-18-SE",0,0,0,0,0,0,0,0,0,0,0,7.94378238106,58.032032461634,0,0.155632415041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155632415042,0,0,0,0,0,0,0,0,1.6047200867925,0,0
"41","5-1-90-18-SW",0,0,0,0,16.910195486636,0,0,0,0,0,0,1.59323223009,35.2533966355864,0,7.136857131431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8450544519908,0,0,0,0,0,0,0,0,0,7.136857131434,0.03078346940065,0,0,0,0,0,0,0,1.37599747821325,0,0
"42","5-1-90-19-NE",0,0.673167380682,0,20.89986236284,6.33970363884,0,0,0,0,0,0,0,0,0,15.429422903327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143168595074,0,0,0,0,0,0,0,0,0,4.91423309746,0,0,0,0,0,0,0,0.229372092774,12.156088586963,0,0,0,0,0.109750929254,0,0,0,21.126574357348,0,0,0,0,0,0,0,0,1.42090099587447,0,0
"43","5-1-90-19-NW",0,2.80443137762,0,0,0,0,0,0,0,0,0,0,0,20.05756258156,26.778393052145,0,0,0,0,0,0,0,0,0,0,0,0.1665113641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231770786101,11.0791127852757,0,0,0,0,0,0,0,0,29.582824423795,0,0,0,0,0,0,0,0,0.570019223763599,0,0
"44","5-1-90-19-SE",0,0,0,2.22758384758183,0,0,0,0,0,0,0,0,2.047527191064,2.1345473102,45.16920113736,0,0,0,0,0,0,0,0,0,0,0,0,0,1.540919396006,0,0,0,0,0,1.24496308726,0,0,0,0.386049668844,0,0,0,0,0,0,0,0,6.50811609689,0,0,0,0,1.18770132116,0,0,0,46.742952130148,0,0,0,0,0,0,0,0,0.290873998086387,0,0
"45","5-1-90-19-SW",0,0,0,0,0.220999865840036,0,0,0,0,0,0,0,26.6777802771995,8.81903978123,26.124748281047,0,0,0,0,0,0,0,0,0,0,4.11587079618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.124748280986,0,0,0,0,0,0,0,0,0.658902458794,0,0
"46","5-1-90-2-NE",0,0,0,0,6.1384297455,0,0,0,0,0,0,0,23.285493605732,2.7231132418105,10.996875516256,0,0,0,0,0,0,0,0,0,1.45357020353,4.728715688946,0,0.0016913441136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56667918985,0,5.6128063756791,0,0,0,0,0,0,0,10.996875516255,0,0,0,0,0,0,0,0,0.945869186169,0,0
"47","5-1-90-2-NW",0,0,0,4.673934186334,1.7401833003643,0,0,0,0,0,0,0,2.33998646609,14.64797166438,4.66825866338,0,0,0,0,0,0,0,0,0,0,0.10394732724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.504788693352,0,4.72703905694,0,0,0,0,0,0,0,4.66825866338,0,0,0,0,0,0,0,0,0.331247424384,0,0
"48","5-1-90-2-SE",0,0,0,0,1.7703966627021,0,0,0,0,0,0,0,1.028085238892,0,0,0,0,4.574757669652,0,0,0,0,0,0,1.28429851991,1.20911623258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8466055684484,0,6.98060161810681,0.8587715350123,0,0,14.470461664595,0,0,0,14.470461693238,0,0,0,0,0,0,0,0,0.77687810025299,0,0
"49","5-1-90-2-SW",0,0,0,0,2.09787187703,0,0,0,0,0,0,0,5.178984822683,0.5098676152496,1.997010861497,0,0,0,0,0,0,0,0,0,0,0.791272984432,0,0,5.50073075040171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.818522737228,0,14.960237008414,0,0,0,0,4.3470362990828,0,0,6.3440471516929,0,0,0,0,0,0,0,0,0.55629990039631,0,0
"50","5-1-90-20-NE",0,0,0,0,3.60100389439,0,0,0,0,0,0,0,0.254745927727,0,19.783529545499,0,0,5.40562419721,0,0,0,0,0,0.308235373006219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278879454386,0,0,11.7378649260769,0,2.4508210357699,0,0,16.944494660228,0,0,0,36.728024215363,0,0,0,0,0,0,0,0,0.58086857868155,0,0
"51","5-1-90-20-NW",0,0,0,2.92878770417694,1.176680181349,0,0,0,0,0,0,0,2.512662234176,0,12.780985081813,0,0,0,0,0,0,0,0,0,0,0,2.85968019625,0,0,0,0,0,0,0,0,0,0,0,5.807519118187,0,0,0,0,0,0,0,0,8.810668491748,0,3.992504065487,0,0,20.2931602631,0,0,0,38.881664447313,0,0,0,0,0,0,0,0,0.49042563381283,0,0
"52","5-1-90-20-SE",0,0,0,0,0,0,0,0,0,0,0,0,0.0242007360644067,1.842995578664,0.713493747351,0,0,0,0,0,0,0,0,0.197353667138,0,0,3.691796314196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79719861203,0,2.4368531060981,1.2277168761472,0,0.12849292666296,0,0,0.451713614316,0,0,0,1.165207400287,0,0,0,0,0,0,0,0,0.0678310336213,0,0
"53","5-1-90-20-SW",0,0,0,0,0,0,0,0,0,0,0,6.72554358252,12.973589897797,3.7560250368653,6.786935220381,0,0,0,0,0,0,0,0,0,3.27598673757,0,0,0,0,0,0,0,0,0,9.128599204482,0,0,0,0.939879765609,0,0,0,0,0,0,0,0,3.751360818282,0,0,0,0,0,0,0,0,7.726814985999,0,0,0,0,0,0,0,0,0.383856073037538,0,0.0689176233684
"54","5-1-90-21-NE",0,0,0,18.43004116073,38.1138175597,0,0,0,0,0,0,3.68098146307,0,0,0,0,0,0,0,0,0,0,0.69733653782,0,0,0,0,0,0.2392034768668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0564876871547,0,0,0,0.0564876872453,0,0,0,0,0,0,0,0,0.880563548113,0,0
"55","5-1-90-21-NW",0,0,1.8552949676971,2.1517844408994,15.805752067641,0,0,0,0,0,0,0.408452914336,0,0,5.220678969337,0,0,5.733323265196,0,0,0,0,0,2.219362738594,0,0,0,0,2.488739681659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.775568733,0,1.6507220499627,0,0,9.97003405448,0,0,0,15.190713021857,0,0,0,0,0,0,0,0,1.30499916980006,0,0
"56","5-1-90-21-SE",0,0,0,7.0222046923859,10.00329749612,0,0,0,0,0,0,2.93562873068,0,0,7.23614796503,0,0,0,0,0,0,0,3.03715281515,0,1.27102871471,0.41746082384,4.141650699828,0.984704772774,0,0,0,0,0,0,0,0,0,4.42131879057,0,0,0,0,0,0,3.972275662252,0,0,0,0.00140027973186,0,0,0,0,0,0,0,11.65746675559,0,0,0,0,0,0,0,0,0.471449997498,0,0
"57","5-1-90-21-SW",0,0,0.992077592209,12.8707402535,3.34456162652,0,0,0,0,0,0,4.567670298391,2.4372579580542,0,5.93098073078,0,0,0,0,0,0,0,0,6.9025188335873,0,0,5.5570216982145,0,0.0912830440246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99120274982,7.3109065698,0,1.0209874847926,8.2977339162029,0,0.482829252427,0,0,0.000169410575518,0,0,0,5.93115014200649,0,0,0,0,0,0,0,0,0.64891056662651,0,0
"58","5-1-90-22-NE",0,0,5.80851595754,5.85721778424,12.96054714676,0,0,0,0,4.92564184963,0,2.38673999712,21.68466181079,0,0,0,0,0,0,0,0,0,0,1.15363989835,0,3.73212390874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0932737240098,0,0.977963032209,0,0,0,0,0,0,0,0,0,4.92564184963,0,0,0,0,0,0,0,0,1.05781007689,0,0
"59","5-1-90-22-NW",0,0,0,3.669178733438,46.470124152113,0,0,0,0,0,0,0,0,3.65799819297,0,0,0,0,0,0,0,0,0,0.37237816201,0,0,0,0,0,0,0,0,0,0,1.39145858295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588589872755,0,0
"60","5-1-90-22-SE",1.88425279228,0,0,6.866434989697,15.1657098037746,0,0,0,0,0,0,0,19.173251576063,0.533878850919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.66384186347,0,0,0,0,0,0,0,1.88425279227,0,0,0,0,0,0,0,0,0,0,0
"61","5-1-90-22-SW",0.0182468417376,0,2.05125975076,5.168789432677,25.4791349667218,0,0,0,0,0,0,0,0.00451058154636,2.49888721312534,10.5367525844,0,0,0,0,0,0,0,0,0,1.403595522869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.576863694514,0,0,0,0,0,0,0,10.5549994261378,0,0,0,0,0,0,0,0,0.1765744328034,0,0
"62","5-1-90-23-NE",0,0,0,40.4139888062,0,0,0,0,0,2.51920688029,0,0,0,0.781707926459,0,0,0,0,0,0,0,0,0,0,0,1.40458170369,0,3.30431882309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44777409976,0,0,0,0,0,0,0,2.5192068803,0,0,0,0,0,0,0,0,0.497035879177,0,0
"63","5-1-90-23-NW",0,0,0,22.603115227379,0,0,0,0,0,5.070944796605,0,2.49507030356,12.9132800886848,0,0,0,0,0,0,0,0,0,0,0,0,0.4004354573111,0,12.066511918959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6978279733781,0,0.129200870654,0,1.8199977707,0,0,0,0,0,0,0,5.070944796598,0,0,0,0,0,0,0,0,0.2744400647972,0,0
