"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC100","DeciduousCC40","DeciduousCC60","DeciduousCC80","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC100","MixedwoodCC40","MixedwoodCC60","MixedwoodCC80","MixedwoodUP100","MixedwoodUP40","MixedwoodUP60","MixedwoodUP80","NA.","Pine100","Pine120","Pine140","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC20","PineCC40","PineCC60","PineCC80","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC100","WhiteSpruceCC40","WhiteSpruceCC60","WhiteSpruceCC80","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Other.Disturbed.Vegetation","Pipeline","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"1426","4-14-80-34-NE",0,0,1.48000977999438,6.54368862823,53.7004517366068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.674334645204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69597598216873,0,0
"1427","4-14-80-34-NW",0,0,6.29946479942475,1.86960808996669,47.2329643906908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.490944712893,0,3.15351354088549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644117479086673,0,0
"1428","4-14-80-34-SE",0,0,0,0.257836230608,54.8531823079849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.65397950863,0,1.05154305928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188302758861,0,0
"1429","4-14-80-34-SW",0,0,0,0.730205425705,64.3912178293376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20526880706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1430","4-14-80-35-NE",0,0,0,0,51.3021920443181,0,6.5650225481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.56502254805,0,0,0,0.19829758885687,0,0,0,0,0.125476347475527,0,0.00290050221073
"1431","4-14-80-35-NW",0,0,0.322504598694608,6.32654047870042,45.7097366356015,0,2.34091497197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.216304756348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.340914971977,0,0,0,0,0,0,0,0,0.274537005437492,0,0
"1432","4-14-80-35-SE",0,0,0,0.750591969289,49.904759751332,0,1.44991941347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49375247491,0,0.256422207378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44991941347,0,0,0,0.681778337153,0,0,0,0,0.1902875579141,0,0.00233561026753
"1433","4-14-80-35-SW",0,0,0,1.18459911515,53.1636909341464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.160737297875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033478352811,0,0,0,0,0,0,0
"1434","4-14-80-36-NE",0,0,0,0.036083901356143,37.7894897947854,0,0,0,19.0920548722619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13223755343292,0,0,0,0,0.0504796327836,0,0
"1435","4-14-80-36-NW",0,0,0,4.28713253149748,44.4451842182784,0,0,0,5.63118299039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219747483755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.044734496899,0,0,0,0,0.21302473446959,0,0
