"","QSLinkID","BlackSpruce0","BlackSpruce10","BlackSpruce100","BlackSpruce120","BlackSpruce140","BlackSpruce20","BlackSpruce40","BlackSpruce60","BlackSpruce80","Deciduous0","Deciduous10","Deciduous100","Deciduous120","Deciduous140","Deciduous20","Deciduous40","Deciduous60","Deciduous80","DeciduousCC40","DeciduousCC60","DeciduousCC80","Mixedwood0","Mixedwood10","Mixedwood100","Mixedwood120","Mixedwood140","Mixedwood20","Mixedwood40","Mixedwood60","Mixedwood80","MixedwoodCC40","MixedwoodCC60","MixedwoodCC80","MixedwoodUP40","MixedwoodUP60","MixedwoodUP80","NA.","Pine100","Pine120","Pine140","Pine40","Pine60","Pine80","PineCC0","PineCC10","PineCC20","PineCC40","PineCC60","PineCC80","WhiteSpruce0","WhiteSpruce10","WhiteSpruce100","WhiteSpruce120","WhiteSpruce140","WhiteSpruce20","WhiteSpruce40","WhiteSpruce60","WhiteSpruce80","WhiteSpruceCC40","WhiteSpruceCC60","Borrow.Pits.Dugouts.Sumps","Cultivation..Crop.Pasture.Bare.Ground.","Cutblock","Industrial.Site.Rural","Mine.Site","Other.Disturbed.Vegetation","Pipeline","Rail..Hard.Surface","Rail..Vegetated.Verge","Reservoirs","Road..Hard.Surface","Road..Vegetated.Verge","Road.Trail..Vegetated.","Rural..Residential.Industrial.","Seismic.line","Transmission.Line","Well.Site"
"41","4-1-74-16-SW",0,0,0.4086061731056,25.356607766962,6.510633192672,0,0,0,0,0,0,0.463005089562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.462687948779,2.955812357935,0,0,16.6466897547929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42","4-1-74-17-NE",0,0,0,7.9360858629,0,0,0,0,0,0,0,0,0,0.786093660893,0,0,0,2.0049844641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92509632611,2.038683152476,0,0,15.22330529915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"43","4-1-74-17-NW",0,0,2.1816119178957,5.1673902869476,0,0,0,0,0,0,0,0,0,0.781522281899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79694680179,0.61058680149,0,0,21.717387038691,0,0,0,0,0,0,0,0,0,0,1.6055670106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"44","4-1-74-17-SE",0,0,9.787429619679,14.859621113914,11.25440420887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.466375406998,2.6785152811315,0,0,26.5958939946443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"45","4-1-74-17-SW",0,0,0,9.9485229735083,10.206162219793,0,0,0,0,0,0,1.250179831375,3.61493299614,0,0,0,0,1.75857552993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.64254611263,0.5048938113196,0,0,29.147795220813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"46","4-1-74-18-NE",0,0,3.33499673526,3.38705994962,2.932669847188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690643620831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.479300723146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"47","4-1-74-18-NW",0,0,0,3.695329203377,10.333305521383,0,0,0,0.851600012817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3478082674056,0,0,38.1090851288507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48","4-1-74-18-SE",0,0,1.224280543038,6.263263932084,13.766226430839,0,0,0,0,0,0,0,0,0,0,0,0,0.704056144543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.2679386024428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"49","4-1-74-18-SW",0,0,0.279378670951,1.6472153952656,11.719470453242,0,0,0,4.9574991968043,0,0,0,0,0,0,0,0,0.787548389851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4930564713838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50","4-1-74-19-NE",0,0,0,4.4807861607367,2.533733831569,0,0,0,15.195161525474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.925195689368,0,0,28.5494007087357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3456599652438,0,0
